StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q11,Q10,subject_id
2020-04-16 13:01:31,2020-04-16 13:03:14,IP Address,69.181.217.30,100,103,True,2020-04-16 13:03:14,R_W7gE95XFuMDHwk1,,,,,37.25390625,-122.0637969970703125,anonymous,EN,"Yes, I consent to participate",cdr,Asian,I am Chinese/East Asian.,Male,21,"Some college, no degree",A few times a day,,Within the past hour,6256
2020-04-21 13:02:01,2020-04-21 13:10:52,IP Address,137.83.223.51,100,531,True,2020-04-21 13:10:52,R_2CkqQNKknHTGyxF,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,"Yes, I consent to participate",cdr,White,white,Female,36,Doctoral degree,A few times a day,A few times a week,Within the past day,3346
2020-04-23 12:32:28,2020-04-23 12:34:03,IP Address,98.253.99.227,100,95,True,2020-04-23 12:34:03,R_2zGY6r43tD7yHg8,,,,,41.7821044921875,-87.6045989990234375,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Chinese,Female,23,Bachelor's degree,A few times a day,A few times a week,Within the past hour,8051
2020-04-23 14:02:40,2020-04-23 14:04:33,IP Address,73.36.161.195,100,112,True,2020-04-23 14:04:33,R_oZTWr2AUwIvcqJj,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Chinese/Asian.,Male,23,Bachelor's degree,A few times a week,A few times a month,Within the past day,5139
2020-04-24 11:01:50,2020-04-24 11:04:58,IP Address,67.184.120.137,100,188,True,2020-04-24 11:04:59,R_Tu78C6WjfebIotX,,,,,41.8972015380859375,-87.619598388671875,anonymous,EN,"Yes, I consent to participate",cdr,White,Caucasian,Male,29,Professional degree,A few times a month,A few times a year,Within the past week,5424
2020-04-24 12:21:48,2020-04-24 12:24:34,IP Address,98.227.156.192,100,166,True,2020-04-24 12:24:35,R_1OGMQ9ONTGJP4OS,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,White,Jewish - Israeli,Male,34,Bachelor's degree,A few times a day,A few times a day,Within the past day,2762
2020-04-24 14:03:03,2020-04-24 14:04:34,IP Address,207.181.207.41,100,91,True,2020-04-24 14:04:35,R_3P52AdLeeHQ5oZQ,,,,,41.8972015380859375,-87.619598388671875,anonymous,EN,"Yes, I consent to participate",cdr,White,"White, Caucasian",Male,29,Bachelor's degree,A few times a day,A few times a day,Within the past hour,2393
2020-04-27 10:29:35,2020-04-27 10:30:37,IP Address,74.88.112.25,100,62,True,2020-04-27 10:30:37,R_1jTJFqtpHTmYmfY,,,,,40.6865997314453125,-73.51239776611328125,anonymous,EN,"Yes, I consent to participate",cdr,Other,test,Male,80,"Some college, no degree",A few times an hour,A few times an hour,Within the past hour,3783
2020-04-27 11:07:24,2020-04-27 11:08:59,IP Address,70.231.114.37,100,95,True,2020-04-27 11:09:00,R_6SG6TSecS6Ya6BP,,,,,36.17889404296875,-86.803497314453125,anonymous,EN,"Yes, I consent to participate",CDR,White,i am caucasian and of irish descent,Female,44,Bachelor's degree,A few times a day,A few times a week,Within the past day,4732
2020-04-27 12:30:08,2020-04-27 12:32:36,IP Address,73.110.104.224,100,148,True,2020-04-27 12:32:37,R_2wiE9B2ksIA3qem,,,,,41.8040008544921875,-87.707000732421875,anonymous,EN,"Yes, I consent to participate",cdr,Other,It's complicated - I am a lot of things and prefer to check the other box.,Female,37,Master's degree,A few times a day,A few times a day,Within the past hour,4532
2020-04-27 12:32:47,2020-04-27 12:35:21,IP Address,205.208.121.85,100,153,True,2020-04-27 12:35:21,R_sOlzWYEFY0c7nxf,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,"Yes, I consent to participate",cdr,White,I would identify myself as white. I guess officially my ethnicity is Ashkenazi Jewish,Non-binary,26,Bachelor's degree,A few times an hour,A few times a day,Within the past hour,4368
2020-04-27 13:58:32,2020-04-27 14:00:08,IP Address,98.228.108.212,100,95,True,2020-04-27 14:00:08,R_2eR92BPf9ajjOz6,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,"Yes, I consent to participate",cdr,Asian,I identify myself as Asian American. ,Female,39,Bachelor's degree,A few times a day,A few times a day,Within the past hour,7271
2020-04-27 14:05:02,2020-04-27 14:07:41,IP Address,162.234.12.195,100,159,True,2020-04-27 14:07:42,R_3KAwQQpHHR6DMrJ,,,,,41.761993408203125,-87.5702972412109375,anonymous,EN,"Yes, I consent to participate",cdr,White,"White, American",Female,21,"Some college, no degree",A few times an hour,A few times a day,Within the past day,4179
2020-04-28 12:17:28,2020-04-28 12:20:23,IP Address,108.240.125.212,100,174,True,2020-04-28 12:20:23,R_2bVP3O3uhevBLO6,,,,,41.6349029541015625,-87.46269989013671875,anonymous,EN,"Yes, I consent to participate",cdr,Black or African American,"African American is a widely known and accepted face as with all other races and ethnicities. Some will embrass it fully and others will have not good things to say about it. Generally, it is for classification purposes. I have no issues with it",Male,37,"Some college, no degree",A few times a day,A few times an hour,Within the past hour,6598
2020-04-28 13:46:43,2020-04-28 13:48:31,IP Address,98.223.127.85,100,107,True,2020-04-28 13:48:31,R_re9PQ7u9Urs5lL3,,,,,41.873199462890625,-88.0001983642578125,anonymous,EN,"Yes, I consent to participate",cdr,White,White,Female,18,"Some college, no degree",A few times a day,A few times a day,Within the past day,2946
2020-04-29 11:01:25,2020-04-29 11:03:32,IP Address,76.16.99.186,100,127,True,2020-04-29 11:03:33,R_3kjKyjbUHRjDUEA,,,,,41.9214935302734375,-87.64459991455078125,anonymous,EN,"Yes, I consent to participate",CDR,Asian,"Asian American, Chinese",Male,24,Bachelor's degree,A few times an hour,A few times an hour,Within the past hour,5906
2020-04-29 12:34:01,2020-04-29 12:37:15,IP Address,205.178.50.163,100,193,True,2020-04-29 12:37:15,R_3FX0vfrH54Y74Gq,,,,,41.9031982421875,-87.63829803466796875,anonymous,EN,"Yes, I consent to participate",cdr,White,"white, Russian roots, jewish",Male,55,Master's degree,A few times a year,A few times a year,Within the past year,7463
2020-04-29 12:14:49,2020-04-29 13:06:41,IP Address,73.75.44.41,100,3111,True,2020-04-29 13:06:41,R_1QN7Tg2a2i7PQuQ,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Asian. Chinese. Han Chinese.,Male,20,"Some college, no degree",A few times a month,A few times a year,Within the past week,4668
2020-04-29 13:41:05,2020-04-29 13:42:17,IP Address,71.105.132.81,100,71,True,2020-04-29 13:42:17,R_ZkqEoK4OBwluLBv,,,,,40.7653045654296875,-73.95890045166015625,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Indian,Female,20,"Some college, no degree",A few times a day,A few times an hour,Within the past hour,3437
2020-04-29 14:03:34,2020-04-29 14:06:07,IP Address,64.53.248.21,100,153,True,2020-04-29 14:06:08,R_1cSSj0RrIeIJhEH,,,,,42.0128021240234375,-88.09670257568359375,anonymous,EN,"Yes, I consent to participate",cdr,Asian,"Mongolian, Asian
I usually just mark ""Asian""",Male,22,"Some college, no degree",A few times a day,A few times a week,Within the past hour,8574
2020-04-30 11:02:57,2020-04-30 11:05:13,IP Address,108.27.20.65,100,136,True,2020-04-30 11:05:14,R_3eqxyoCMlahcQNz,,,,,40.78900146484375,-73.7261962890625,anonymous,EN,"Yes, I consent to participate",cdr,White,"Always respond white, but I am Jewish and consider Judaism an ethnicity",Male,22,Bachelor's degree,A few times a day,A few times a day,Within the past day,9519
2020-04-23 11:12:31,2020-04-23 11:13:23,IP Address,76.29.48.179,9,52,False,2020-04-30 11:13:39,R_Rt9NrSQ5WTdKTBv,,,,,,,anonymous,EN,"Yes, I consent to participate",,,,,,,,,,5649
2020-04-30 12:27:32,2020-04-30 12:28:23,IP Address,98.144.130.119,100,51,True,2020-04-30 12:28:24,R_1LunZ3EhnVSyepm,,,,,43.0648040771484375,-88.0944976806640625,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Korean American,Male,20,"Some college, no degree",A few times a day,A few times a day,Within the past hour,1583
2020-04-30 13:54:06,2020-04-30 13:55:15,IP Address,68.73.115.77,100,69,True,2020-04-30 13:55:15,R_2pSsSR69QbVTugp,,,,,35.896392822265625,-78.7115020751953125,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Asian Indian,Female,26,Bachelor's degree,A few times a week,A few times a month,Within the past week,7231
2020-04-23 14:42:25,2020-04-23 14:42:56,IP Address,73.36.161.195,9,31,False,2020-04-30 14:43:38,R_3rJ8r8J9wxKb5rc,,,,,,,anonymous,EN,"Yes, I consent to participate",,,,,,,,,,2289
2020-05-01 10:59:30,2020-05-01 11:01:41,IP Address,67.173.10.117,100,131,True,2020-05-01 11:01:41,R_8DqGIg5jjAAHPoJ,,,,,41.8782958984375,-87.69069671630859375,anonymous,EN,"Yes, I consent to participate",CDR,Black or African American,"I would say that being black has a lot of culture, though it has been greatly Americanized in comparison to other cultures. I identify as black, but my father is mixed. Sometimes I wonder if putting only black is okay, but I have been raised mainly in black culture. ",Female,19,"Some college, no degree",A few times a month,A few times a week,Within the past week,9907
2020-05-01 11:29:36,2020-05-01 11:30:45,IP Address,67.186.64.136,100,69,True,2020-05-01 11:30:46,R_R1OJGdiSuaAxGKJ,,,,,41.81829833984375,-87.6094970703125,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Asian,Male,24,Bachelor's degree,A few times a week,A few times a week,Within the past hour,9706
2020-05-01 12:01:45,2020-05-01 12:03:23,IP Address,173.91.18.161,100,97,True,2020-05-01 12:03:23,R_9nxiAxa8wkgsxhL,,,,,41.4951019287109375,-81.4656982421875,anonymous,EN,"Yes, I consent to participate",cdr,White,White/European,Female,20,"Some college, no degree",A few times a day,A few times a day,Within the past hour,6594
2020-05-01 12:28:57,2020-05-01 12:30:31,IP Address,67.48.113.3,100,93,True,2020-05-01 12:30:31,R_qwqqtgAivT9A9Jn,,,,,37.0941009521484375,-81.8123016357421875,anonymous,EN,"Yes, I consent to participate",cdr,Asian,South Asian,Female,34,Professional degree,A few times a week,A few times a week,Within the past day,3763
2020-05-01 12:30:43,2020-05-01 12:33:39,IP Address,165.124.167.1,100,176,True,2020-05-01 12:33:40,R_2zHfv3uiM8Y4KMK,,,,,42.0106964111328125,-87.66570281982421875,anonymous,EN,"Yes, I consent to participate",cdr,White,White (Caucasian),Male,51,Master's degree,A few times a week,A few times a week,Within the past hour,2232
2020-05-01 12:58:45,2020-05-01 13:02:05,IP Address,67.176.215.99,100,199,True,2020-05-01 13:02:05,R_3O9v6IiDR36i9Mh,,,,,41.7821044921875,-87.6045989990234375,anonymous,EN,"Yes, I consent to participate",cdr,Black or African American,African American/Black/Caribbean background,Female,31,Bachelor's degree,A few times a month,A few times a month,Within the past week,8866
2020-05-01 13:33:47,2020-05-01 13:35:37,IP Address,73.9.102.133,100,109,True,2020-05-01 13:35:37,R_1eWeY7hHd2uDYqK,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,"White,Hispanic","I'd say I'm an Italian-Argentinean person, since almost all of my heritage is from Italy I'm an Italian citizen but was born in Argentina.",Male,25,Bachelor's degree,A few times a day,A few times a week,Within the past hour,5099
2020-05-01 14:02:57,2020-05-01 14:06:12,IP Address,98.226.143.31,100,195,True,2020-05-01 14:06:13,R_qCJLdGXktYJpRwl,,,,,41.7821044921875,-87.6045989990234375,anonymous,EN,"Yes, I consent to participate",cdr,"White,Hispanic","For my race, I consider myself white. For ethnicity, I consider myself Jewish and Hispanic (my family is from Argentina on my mom's side). I was also born in Israel and my family goes back to the Middle East and Turkey as well, so it's sometimes hard to really summarize my ethnic background in forms.",Female,21,"Some college, no degree",A few times an hour,A few times a day,Within the past hour,3192
2020-05-04 12:02:37,2020-05-04 12:05:44,IP Address,24.148.35.30,100,187,True,2020-05-04 12:05:44,R_ene0oXTgN4Xua7n,,,,,41.9904937744140625,-87.66790008544921875,anonymous,EN,"Yes, I consent to participate",cdr,White,I am white. I don't consider myself even to be European American because I am 4th or 5th generation of living in the U.S. I pass as white and I identify as white.,Female,27,Master's degree,A few times a day,A few times a day,Within the past day,2691
2020-04-27 12:19:22,2020-04-27 12:20:12,IP Address,38.124.35.11,9,49,False,2020-05-04 12:20:13,R_1QuaCRlTDUf8qnj,,,,,,,anonymous,EN,"Yes, I consent to participate",,,,,,,,,,1999
2020-05-04 13:00:05,2020-05-04 13:01:57,IP Address,73.77.200.121,100,112,True,2020-05-04 13:01:58,R_R2dfYsMsaZ23tgR,,,,,29.9340057373046875,-95.61299896240234375,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Chinese American,Female,21,"Some college, no degree",A few times a week,A few times a day,Within the past day,3549
2020-05-04 14:00:45,2020-05-04 14:03:27,IP Address,24.13.187.212,100,161,True,2020-05-04 14:03:27,R_3JwTilCajI8uLPf,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,"Yes, I consent to participate",cdr,White,"My race is white, but I was born in Russia, so I guess I personally consider myself Russian. That doesn't really come up in forms, so I usually say I'm white and only mention Russian as a language I'm fluent in.",Female,26,Bachelor's degree,A few times a day,A few times a day,Within the past hour,3310
2020-05-05 11:30:58,2020-05-05 11:34:20,IP Address,73.50.59.235,100,201,True,2020-05-05 11:34:20,R_1OlQStEO2cj5AC8,,,,,41.902496337890625,-87.67259979248046875,anonymous,EN,"Yes, I consent to participate",cdr,White,"Race and ethnicity are physical and cultural characteristics that determine a person's life. I don't really think much of the questions when I answer on official forms, I always just give my race (white) but it's never been a concern to me.",Female,32,Master's degree,A few times a day,A few times a day,Within the past hour,8023
2020-05-05 12:03:23,2020-05-05 12:05:32,IP Address,165.124.160.217,100,128,True,2020-05-05 12:05:33,R_C7Ay5hVWhubOTgl,,,,,41.95550537109375,-87.6613006591796875,anonymous,EN,"Yes, I consent to participate",cdr,Hispanic,Latina,Female,31,Bachelor's degree,A few times a month,A few times a month,Within the past day,6777
2020-05-05 13:10:25,2020-05-05 13:12:05,IP Address,98.226.117.125,100,99,True,2020-05-05 13:12:05,R_qPcJi7Ere6wz6pz,,,,,42.32940673828125,-89.032501220703125,anonymous,EN,"Yes, I consent to participate",cdr,Asian,indian,Female,21,Bachelor's degree,Never,A few times a year,Within the past year,2857
2020-05-05 13:58:27,2020-05-05 14:01:10,IP Address,107.77.173.13,100,162,True,2020-05-05 14:01:10,R_1M5scY9jqMqQIs9,,,,,41.757904052734375,-88.29340362548828125,anonymous,EN,"Yes, I consent to participate",cdr,Hispanic,"Ethnicity: Latino/Hispanic
Race: I usually put other because none of the other options apply to me",Female,19,Graduated high school,A few times a week,A few times a day,Within the past hour,2168
2020-05-06 12:15:34,2020-05-06 12:17:15,IP Address,108.242.174.240,100,100,True,2020-05-06 12:17:15,R_uqtZvmKObpM8FXz,,,,,41.761993408203125,-87.5702972412109375,anonymous,EN,"Yes, I consent to participate",cdr,Hispanic,"Culture, Mexico, Spanish, and the dialect",Male,21,Associate's degree,A few times an hour,A few times an hour,Within the past hour,5402
2020-05-07 11:01:45,2020-05-07 11:02:54,IP Address,72.219.73.23,100,68,True,2020-05-07 11:02:55,R_1Qsz53w5NGa5Ey8,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,"Yes, I consent to participate",CDR,White,White ,Female,21,"Some college, no degree",A few times a day,A few times a day,Within the past hour,3573
2020-05-07 12:01:40,2020-05-07 12:03:12,IP Address,98.227.48.119,100,92,True,2020-05-07 12:03:13,R_Q3KKhADuuWqmqMV,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,"Yes, I consent to participate",CDR,Black or African American,I'm of African descent ,Non-binary,24,Bachelor's degree,A few times a day,A few times a week,Within the past hour,5130
2020-05-07 13:01:42,2020-05-07 13:02:52,IP Address,73.93.148.13,100,70,True,2020-05-07 13:02:52,R_2bID2t09D9z60gT,,,,,37.29949951171875,-121.7577972412109375,anonymous,EN,"Yes, I consent to participate",CDR,Asian,Indian American,Female,20,"Some college, no degree",A few times a day,A few times a day,Within the past day,9952
2020-05-07 14:01:22,2020-05-07 14:02:56,IP Address,50.203.81.46,100,93,True,2020-05-07 14:02:56,R_3IQ1iPg52uPxztZ,,,,,42.32940673828125,-89.032501220703125,anonymous,EN,"Yes, I consent to participate",cdr,Asian,"Indian, South Asian",Female,19,"Some college, no degree",A few times a week,A few times a month,Within the past week,1889
2020-05-08 10:51:48,2020-05-08 10:55:38,IP Address,144.64.163.113,100,229,True,2020-05-08 10:55:39,R_3OlDxMaxb5DooWE,,,,,38.5251007080078125,-8.887298583984375,anonymous,EN,"Yes, I consent to participate",cdr,White,"white, caucasian",Female,54,Bachelor's degree,A few times a day,A few times a week,Within the past hour,3424
2020-05-08 11:01:22,2020-05-08 11:04:38,IP Address,76.16.229.3,100,196,True,2020-05-08 11:04:39,R_6fiweHpThURQVtn,,,,,41.8986053466796875,-87.73799896240234375,anonymous,EN,"Yes, I consent to participate",cdr,Hispanic,"I think about my Hispanic culture. 
First-generation and Spanish speaking. ",Female,22,Bachelor's degree,A few times a day,A few times a day,Within the past day,6567
2020-05-08 12:31:55,2020-05-08 12:33:07,IP Address,174.20.110.96,100,71,True,2020-05-08 12:33:07,R_27JWlJgHmh4JCzz,,,,,45.0635986328125,-93.29850006103515625,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Chinese American,Non-binary,19,"Some college, no degree",A few times a week,A few times a week,Within the past week,9146
2020-05-08 12:33:52,2020-05-08 12:35:16,IP Address,205.208.121.109,100,83,True,2020-05-08 12:35:16,R_3iQB6Fbs9IitrPe,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,"Yes, I consent to participate",cdr,White,White,Female,27,Professional degree,A few times a day,A few times a day,Within the past hour,9136
2020-05-11 12:03:19,2020-05-11 12:05:17,IP Address,67.176.159.36,100,118,True,2020-05-11 12:05:18,R_3kaKVMp262x3fzI,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,White,"White. Always just white.  I can get into ancestry, but it doesn't seem important.  White is white.  ",Female,26,Master's degree,A few times an hour,A few times an hour,Within the past hour,9114
2020-05-11 12:32:25,2020-05-11 13:16:22,IP Address,67.176.179.82,100,2637,True,2020-05-11 13:16:23,R_28OkZfVWjaHkm8O,,,,,41.7821044921875,-87.6045989990234375,anonymous,EN,"Yes, I consent to participate",cdr,Black or African American,"I was born and raised as African American, but my grandmother I believe, is Native American, Cherokee. I usually like to go with Black, but most of the time only African American is listed.",Female,33,"Some college, no degree",A few times an hour,A few times an hour,Within the past hour,1989
2020-05-11 13:24:16,2020-05-11 13:25:42,IP Address,172.58.143.35,100,85,True,2020-05-11 13:25:42,R_31Qne4bwqyydBZY,,,,,41.8883056640625,-87.76129913330078125,anonymous,EN,"Yes, I consent to participate",cdr,Black or African American,"black
",Male,45,"Some college, no degree",A few times an hour,A few times a day,Within the past hour,7602
2020-05-11 14:01:10,2020-05-11 14:03:13,IP Address,98.156.137.126,100,122,True,2020-05-11 14:03:13,R_3KZRHAW3nZOd6ro,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,"Yes, I consent to participate",cdr,Asian,Bangladeshi,Female,20,"Some college, no degree",A few times a day,A few times a day,Within the past hour,4706
2020-05-12 10:03:47,2020-05-12 10:06:03,IP Address,208.59.145.131,100,136,True,2020-05-12 10:06:04,R_2YldvdOuSpHH9lE,,,,,41.848602294921875,-87.6287994384765625,anonymous,EN,"Yes, I consent to participate",CDR,Black or African American,African-American,Female,51,Master's degree,A few times a day,A few times a day,Within the past hour,7599
2020-05-12 11:02:09,2020-05-12 11:03:07,IP Address,73.22.103.246,100,58,True,2020-05-12 11:03:07,R_3gSp78JZEyjarBR,,,,,41.9214935302734375,-87.64459991455078125,anonymous,EN,"Yes, I consent to participate",cdr,Hispanic,Hispanic/Latina,Female,23,Bachelor's degree,A few times an hour,A few times an hour,Within the past hour,2846
2020-05-12 11:38:57,2020-05-12 11:41:10,IP Address,24.148.90.168,100,133,True,2020-05-12 11:41:11,R_d6yYgHj1LugBX4R,,,,,42.0095977783203125,-87.69280242919921875,anonymous,EN,"Yes, I consent to participate",cdr,Hispanic,Common but uncommon. More so a why? ,Female,33,"Some college, no degree",A few times a week,Never,Within the past hour,1851
2020-05-12 12:01:39,2020-05-12 12:05:06,IP Address,38.106.150.170,100,207,True,2020-05-12 12:05:07,R_DjHKepzq58EyYEx,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,Black or African American,"I wonder why black and African American are grouped together, that doesn't say much if I'm a black person from Africa or some other continent",Female,36,Master's degree,A few times a day,A few times a month,Within the past hour,2886
2020-05-12 13:01:32,2020-05-12 13:03:08,IP Address,136.30.238.35,100,95,True,2020-05-12 13:03:08,R_12AyfLGGIaokso9,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,"Yes, I consent to participate",cdr,White,"Caucasian of an Eastern European discent, Jewish.",Female,43,Master's degree,A few times a day,A few times a day,Within the past hour,7083
2020-05-12 13:02:13,2020-05-12 13:04:50,IP Address,72.207.7.17,100,156,True,2020-05-12 13:04:50,R_rlET4dYt0wkGWpb,,,,,33.0312957763671875,-116.8578948974609375,anonymous,EN,"Yes, I consent to participate",cdr,White,"I would describe my race and ethnicity as generic Western European origin (mostly German, British, and French) American. Generally describe it as White, as I dislike the term Caucasian in this usage.",Female,23,Bachelor's degree,A few times a day,A few times a day,Within the past day,2751
2020-05-12 14:02:29,2020-05-12 14:03:50,IP Address,73.9.96.24,100,81,True,2020-05-12 14:03:51,R_1pzDF8YZ3J6PriI,,,,,41.8018035888671875,-87.59929656982421875,anonymous,EN,"Yes, I consent to participate",cdr,Asian,East Asian/Chinese,Female,21,"Some college, no degree",A few times a day,A few times a day,Within the past day,1283
2020-05-12 14:03:10,2020-05-12 14:04:42,IP Address,207.237.214.237,100,91,True,2020-05-12 14:04:42,R_1IFWaNRs7Fuqkgh,,,,,41.9904937744140625,-87.66790008544921875,anonymous,EN,"Yes, I consent to participate",cdr,Asian,"Indian origin, but from the Pacific. ",Male,33,Master's degree,A few times a month,A few times a month,Within the past hour,2768
2020-05-13 11:07:08,2020-05-13 11:11:33,IP Address,174.221.141.201,100,265,True,2020-05-13 11:11:34,R_xyXnJf5xJc5vJWp,,,,,41.667205810546875,-87.5625,anonymous,EN,"Yes, I consent to participate",cdr,Asian,"Asian - Chinese origin
Sometimes I think about issues related to racial equality when I fill out the race section of various forms.",Female,28,Master's degree,A few times a week,A few times a week,Within the past hour,6501
2020-05-13 11:58:58,2020-05-13 12:00:37,IP Address,69.245.206.255,100,99,True,2020-05-13 12:00:38,R_8p19hZcoArk0hX3,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,"Yes, I consent to participate",CDR,Black or African American,Black/African American. I am Black from America and I am African American. ,Female,25,Bachelor's degree,A few times an hour,A few times a day,Within the past hour,8924
2020-05-13 12:14:37,2020-05-13 12:16:26,IP Address,104.153.230.233,100,109,True,2020-05-13 12:16:26,R_3ma8lQnOn58CqtY,,,,,41.87969970703125,-87.64350128173828125,anonymous,EN,"Yes, I consent to participate",CDR,White,White and caucasian,Female,60,Bachelor's degree,A few times a day,A few times a week,Within the past day,7164
2020-05-13 13:29:22,2020-05-13 13:31:13,IP Address,24.12.226.72,100,110,True,2020-05-13 13:31:13,R_3luxbiovJdKziFS,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,"Yes, I consent to participate",cdr,White,"White, with Irish and German heritage",Female,29,Master's degree,A few times an hour,A few times a day,Within the past hour,5572
2020-05-13 14:01:02,2020-05-13 14:04:29,IP Address,216.80.68.115,100,207,True,2020-05-13 14:04:30,R_bE33wdEc9YtyfvP,,,,,41.970306396484375,-87.66400146484375,anonymous,EN,"Yes, I consent to participate",cdr,White,I am a half Swede half Eastern European Jew hybrid!,Female,62,Bachelor's degree,A few times an hour,A few times an hour,Within the past hour,3383
