participant_id,order,familiarity (1-7),mutual_friends,caste_RA,religion_RA,gender,Notes,
6306,9,1,1,,Hindu,Female,Tiwari,
6306,10,1,6,,Hindu,Female,Khajanchi,
6306,11,3,2,,Hindu,Male,Kedia,
6306,12,4,20,,Other,Male,Singh,
6306,13,1,1,,Hindu,Female,Sinha,
6306,14,1,0,,Hindu,Female,Kumari,
6306,15,1,7,,Hindu,Female,Bothra,
6306,16,1,35,,Hindu,Male,Anand,
6306,17,6,21,,Hindu,Female,Gupta,
6306,18,6,18,,Hindu,Female,Sharma,
6306,19,1,69,,Hindu,Female,Gupta,
6306,20,1,16,,Hindu,Female,Kumari,
6306,21,1,6,,Other,Female,Jain,
6306,22,5,37,,Other,Female,Jain,
6306,23,1,5,,Hindu,Female,Sharma,
6306,24,7,2,,Hindu,Male,Raj,
6306,25,7,17,,Hindu,Male,Kumar Pathak,
6306,26,5,17,,Hindu,Female,Khajanchi,
6306,27,7,9,,Hindu,Male,Bothra,
6306,28,6,16,,Other,Female,Singh,
6306,29,1,23,,Hindu,Male,Dayal,
6306,30,5,29,,Hindu,Male,Arora,
6306,31,6,15,,Hindu,Male,Rampuria,
6306,32,1,2,,Hindu,Male,Srivastava,
6306,33,7,27,,Hindu,Female,Chanda,
6306,34,1,2,,Muslim,Female,Azad,
6306,35,7,26,,Hindu,Female,Trivedi,
6306,36,6,0,,Hindu,Male,Kumar,
6306,37,1,38,,Hindu,Female,Kothari,
6306,38,1,35,,Hindu,Male,Kumar,
6306,39,1,3,,Hindu,Male,Mathur,
6306,40,6,59,,Hindu,Female,Tolawat,
6306,41,4,13,,Hindu,Female,Narayan,
6306,42,1,15,,Other,Female,Jain,
6306,43,5,50,,Hindu,Male,Kumar,
6306,44,1,15,,Hindu,Male,Verma,
6306,45,7,26,,Other,Female,Jain,
6306,46,2,28,,Hindu,Male, Kothari - not sure of gender (could not look at profile),
6306,47,7,32,,Other,Male,Jain,
6306,48,1,53,,Other,Male,Jain,
6306,49,7,49,,Hindu,Female,Kothari Begani ,
6306,50,1,3,,Hindu,Female,Parashar,
6306,51,1,36,,Hindu,Female,Prevail,
6306,52,7,37,,Hindu,Female,Lalwani,
6306,53,7,95,,Hindu,Male,Anand,
6306,54,7,41,,Other,Male,Jain,
6306,55,1,39,,Hindu,Female,Chourdia,
6306,56,6,20,,Hindu,Female,Sinha,
6306,57,1,4,,Hindu,Female,Munot,
6306,58,7,8,,Hindu,Female,Lodha,
6306,59,7,33,,Hindu,Female,Pathak,
6306,60,7,31,,Hindu,Female,Dasgupta,
2932,1,,,,,,,
2932,2,,,,,,,
2932,3,,,,,,,
2932,4,,,,,,,
2932,5,,,,,,,
2932,6,,,,,,,
2932,7,,,,,,,
2932,8,,,,,,,
2932,9,,,,,,,
2932,10,,,,,,,
2932,11,,,,,,,
2932,12,,,,,,,
2932,13,,,,,,,
2932,14,,,,,,,
2932,15,,,,,,,
2932,16,,,,,,,
2932,17,,,,,,,
2932,18,,,,,,,
2932,19,,,,,,,
2932,20,,,,,,,
2932,21,,,,,,,
2932,22,,,,,,,
2932,23,,,,,,,
2932,24,,,,,,,
2932,25,,,,,,,
2932,26,,,,,,,
2932,27,,,,,,,
2932,28,,,,,,,
2932,29,,,,,,,
2932,30,,,,,,,
2932,31,,,,,,,
2932,32,,,,,,,
2932,33,,,,,,,
2932,34,,,,,,,
2932,35,,,,,,,
2932,36,,,,,,,
2932,37,,,,,,,
2932,38,,,,,,,
2932,39,,,,,,,
2932,40,,,,,,,
2932,41,,,,,,,
2932,42,,,,,,,
2932,43,,,,,,,
2932,44,,,,,,,
2932,45,,,,,,,
2932,46,,,,,,,
2932,47,,,,,,,
2932,48,,,,,,,
2932,49,,,,,,,
2932,50,,,,,,,
2932,51,,,,,,,
2932,52,,,,,,,
2932,53,,,,,,,
2932,54,,,,,,,
2932,55,,,,,,,
2932,56,,,,,,,
2932,57,,,,,,,
2932,58,,,,,,,
2932,59,,,,,,,
2932,60,,,,,,,
6381,1,,,,,,,
6381,2,,,,,,,
6381,3,,,,,,,
6381,4,,,,,,,
6381,5,,,,,,,
6381,6,,,,,,,
6381,7,,,,,,,
6381,8,,,,,,,
6381,9,,,,,,,
6381,10,,,,,,,
6381,11,,,,,,,
6381,12,,,,,,,
6381,13,,,,,,,
6381,14,,,,,,,
6381,15,,,,,,,
6381,16,,,,,,,
6381,17,,,,,,,
6381,18,,,,,,,
6381,19,,,,,,,
6381,20,,,,,,,
6381,21,,,,,,,
6381,22,,,,,,,
6381,23,,,,,,,
6381,24,,,,,,,
6381,25,,,,,,,
6381,26,,,,,,,
6381,27,,,,,,,
6381,28,,,,,,,
6381,29,,,,,,,
6381,30,,,,,,,
6381,31,,,,,,,
6381,32,,,,,,,
6381,33,,,,,,,
6381,34,,,,,,,
6381,35,,,,,,,
6381,36,,,,,,,
6381,37,,,,,,,
6381,38,,,,,,,
6381,39,,,,,,,
6381,40,,,,,,,
6381,41,,,,,,,
6381,42,,,,,,,
6381,43,,,,,,,
6381,44,,,,,,,
6381,45,,,,,,,
6381,46,,,,,,,
6381,47,,,,,,,
6381,48,,,,,,,
6381,49,,,,,,,
6381,50,,,,,,,
6381,51,,,,,,,
6381,52,,,,,,,
6381,53,,,,,,,
6381,54,,,,,,,
6381,55,,,,,,,
6381,56,,,,,,,
6381,57,,,,,,,
6381,58,,,,,,,
6381,59,,,,,,,
6381,60,,,,,,,
4266,1,1,2,,Hindu,Female,Kambli,
4266,2,1,5,,Muslim,Male,Alam,
4266,3,3,15,,Hindu,Male,Mishra,
4266,4,3,23,,Hindu,Female,Galave,
4266,5,4,34,,Hindu,Male,Mishra,
4266,6,1,2,,Muslim,Male,Khan,
4266,7,1,1,,Hindu,Male,Thakkar,
4266,8,1,17,,Hindu,Female,Yadav,
4266,9,5,20,,Hindu,Male,Yadav,
4266,10,5,4,,Muslim,Male,Sayed,
4266,11,1,5,,Hindu,Female,Patil,
4266,12,1,26,,Hindu,Female,Khetiya,
4266,13,2,0,,Muslim,Male,Ansari,
4266,14,1,7,,Hindu,Female,Gadade,
4266,15,5,13,,Hindu,Male,Kadam,
4266,16,1,13,,Hindu,Female,Save,
4266,17,1,20,,Hindu,Female,Vaddepelli,
4266,18,5,20,,Hindu,Male,Pande,
4266,19,3,16,,Hindu,Female,Bonde,
4266,20,1,0,,Hindu,Male,Mishra,
4266,21,4,20,,Hindu,Male,Sharma,
4266,22,3,10,,Muslim,Male,Malim,
4266,23,5,26,,Hindu,Female,Senapati,
4266,24,1,6,,Hindu,Male,Mokal,
4266,25,4,24,,Hindu,Female,Lokhande,
4266,26,1,2,,Hindu,Female,Shetty,
4266,27,1,2,,Muslim,Female,Malik,
4266,28,1,13,,Hindu,Male,Kumar,
4266,29,1,5,,Muslim,Male,Choudhary ,
4266,30,5,2,,Hindu,Female,Thorat,
4266,31,2,7,,Hindu,Female,Patil,
4266,32,2,1,,Hindu,Female,Waghmare,
4266,33,5,24,,Hindu,Male,Lele,
4266,34,1,10,,Muslim,Male,Anwar,
4266,35,5,4,,Hindu,Male,Yadav,
4266,36,5,23,,Hindu,Male,Surve,
4266,37,1,14,,Hindu,Female,Warde,
4266,38,3,0,,Other,Male,Singh,
4266,39,1,1,,Hindu,Male,Mang,
4266,40,2,22,,Hindu,Female,Rao,
4266,41,1,5,,,Male,J ,
4266,42,5,21,,Hindu,Male,Reddi,
4266,43,1,5,,Other,Male,Singh,
4266,44,5,23,,Hindu,Male,Shah,
4266,45,5,7,,Muslim,Male,Shaikh,
4266,46,5,4,,Hindu,Female,Gomase,
4266,47,5,8,,Hindu,Female,Dani,
4266,48,1,14,,Hindu,Male,Jadhav,
4266,49,5,20,,Hindu,Male,Mayekar,
4266,50,1,6,,Hindu,Female,Shinde,
4266,51,1,3,,Hindu,Male,Shelar,
4266,52,5,13,,Hindu,Male,Chavan,
4266,53,5,24,,Hindu,Male,Dave,
4266,54,1,31,,Hindu,Male,Rana,
4266,55,5,20,,Muslim,Male,Waje,
4266,56,1,5,,Hindu,Female,Shah,
4266,57,1,28,,Muslim,Male,Ansari,
4266,58,1,7,,Hindu,Female,Kotecha,
4266,59,3,6,,Hindu,Male,Chali,
4266,60,1,7,,Hindu,Male,Maurya,
8930,1,1,11,,Muslim,Male,Shek,
8930,2,2,22,,Muslim,Male,Shaikh,
8930,3,1,9,,Muslim,Female,Ansari,
8930,4,4,29,,Hindu,Male,Pillay,
8930,5,7,7,,Muslim,Male,Fakhruddin,
8930,6,1,51,,Muslim,Male,Siddiqui,
8930,7,4,9,,Muslim,Male,Shaikh,
8930,8,4,4,,Hindu,Male,Kumar,
8930,9,3,18,,Muslim,Male,Shaikh,
8930,10,5,14,,Muslim,Male,Mirza,
8930,11,4,24,,Muslim,Male,Shaikh,
8930,12,4,10,,Muslim,Male,Pathan,
8930,13,6,8,,Muslim,Male,Khan,
8930,14,3,1,,Hindu,Male,Mishra,
8930,15,4,29,,Muslim,Male,Shek,
8930,16,5,9,,Muslim,Male,Ansari,
8930,17,5,18,,Muslim,Male,Khan,
8930,18,1,3,,Muslim,Female,Hasan,
8930,19,3,15,,Hindu,Male,Ingle,
8930,20,1,10,,Hindu,Male,Yadav,
8930,21,1,34,,,Male,Unknown last name,
8930,22,1,6,,Hindu,Male,Kashyap,
8930,23,1,8,,Hindu,Male,Dikona,
8930,24,1,22,,Muslim,Male,Ansari,
8930,25,3,8,,Muslim,Male,Shaikh,
8930,26,2,18,,Muslim,Male,Shaikh,
8930,27,1,3,,Hindu,Male,Koli,
8930,28,3,25,,Muslim,Male,Shaikh,
8930,29,2,3,,Muslim,Male,Khan,
8930,30,1,53,,Muslim,Male,Khan,
8930,31,3,2,,Muslim,Male,Shaikh,
8930,32,1,21,,Muslim,Male,Ansari,
8930,33,1,0,,Hindu,Male,Lahane,
8930,34,1,10,,Hindu,Male,Vaghmore,
8930,35,1,6,,Muslim,Male,Qureshi,
8930,36,4,23,,Muslim,Male,Shaikh,
8930,37,3,4,,Hindu,Female,Kori,
8930,38,6,23,,Muslim,Male,Shaikh,
8930,39,1,3,,Muslim,Male,Ansari,
8930,40,1,6,,Muslim,Male,Khan,
8930,41,1,6,,Muslim,Male,Khan,
8930,42,3,33,,Muslim,Male,Ansari,
8930,43,1,20,,Muslim,Male,Khan,
8930,44,6,13,,Hindu,Male,Jaghdane,
8930,45,1,1,,Hindu,Female,Sahu,
8930,46,3,27,,Muslim,Male,Khan,
8930,47,3,0,,,Female,Unknown last name,
8930,48,1,8,,Hindu,Male,Yadav,
8930,49,1,3,,Hindu,Male,Santosh,
8930,50,1,23,,Muslim,Male,Shahim,
8930,51,1,2,,Muslim,Female,Anta,
8930,52,2,8,,Muslim,Male,Shaikh,
8930,53,1,17,,Muslim,Male,Shaikh,
8930,54,1,0,,Muslim,Male,Mahmood,
8930,55,1,7,,Muslim,Male,Shaikh,
8930,56,1,5,,Hindu,Female,Srivastav,
8930,57,5,31,,Hindu,Male,Dongardive,
8930,58,1,3,,Muslim,Male,Shaikh,
8930,59,7,10,,Muslim,Male,Shaikh,
8930,60,7,5,,Muslim,Female,Mahsooldar,
7541,1,4,3,General,Hindu,Female,Pandey,
7541,2,7,65,General,Hindu,Female,Mukherjee,
7541,3,7,117,,Hindu,Male,Rakshit,
7541,4,7,92,General,Hindu,Male,Chauhan,
7541,5,4,3,General,Hindu,Female,Singh,
7541,6,1,57,General,Hindu,Female,Sinha,
7541,7,7,69,General,Hindu,Male,Khanna,
7541,8,7,71,General,Hindu,Female,Gupta,
7541,9,4,37,,Hindu,Male,Kindo,
7541,10,6,17,,Hindu,Female,Kumari,
7541,11,7,112,,Hindu,Male,Uniyal,
7541,12,6,107,,Hindu,Male,Patra,
7541,13,6,1,General,Hindu,Female,Kaur,
7541,14,2,89,General,Hindu,Female,Sinha,
7541,15,5,42,,Hindu,Female,Anjali,
7541,16,5,106,General,Hindu,Female,Bhatia,
7541,17,7,26,,Hindu,Male,Kishore,
7541,18,1,35,,Hindu,Female,Nitisha,
7541,19,2,161,General,Hindu,Female,Singh,
7541,20,7,63,General,Hindu,Male,Pandey,
7541,21,1,46,,Hindu,Female,Ghatak,
7541,22,7,18,,Hindu,Female,Saraswat,
7541,23,2,57,General,Hindu,Female,Singh,
7541,24,2,59,General,Hindu,Female,Mishra,
7541,25,1,2,,Hindu,Female,Tiru,
7541,26,1,45,,Hindu,Female,Divya,
7541,27,1,46,,Muslim,Female,Shamim,
7541,28,7,53,General,Hindu,Female,Jain,
7541,29,7,108,General,Hindu,Female,Singh,
7541,30,1,2,,Hindu,Male,Khattar,
7541,31,1,121,General,Hindu,Female,Mishra,
7541,32,7,51,,Hindu,Male,Bodra,
7541,33,2,47,,Hindu,Female,Khalkho,
7541,34,1,100,General,Hindu,Female,Mishra,
7541,35,7,51,,Hindu,Male,Lal,
7541,36,7,0,,Hindu,Female,Shree,
7541,37,7,2,,Hindu,Female,Saha,
7541,38,6,65,,Hindu,Female,Sarbobhoum,
7541,39,1,61,,Hindu,Female,Majithia,
7541,40,5,2,,Hindu,Female,Toppo,
7541,41,1,41,,Hindu,Female,Priya,
7541,42,2,35,,Hindu,Male,Sah,
7541,43,7,44,General,Hindu,Female,Shrivastava,
7541,44,5,2,,Hindu,Male,Sahay,
7541,45,1,2,General,Hindu,Male,Rathod,
7541,46,1,0,,Other,Male,Emmanuel Lugun,
7541,47,1,40,General,Hindu,Female,Mathur,
7541,48,1,32,General,Hindu,Female,Agrawal,
7541,49,3,82,,Muslim,Female,Abid,
7541,50,7,46,General,Hindu,Female,Thakur,
7541,51,7,100,,Hindu,Male,Raj,
7541,52,6,65,,Hindu,Male,Pachisia,
7541,53,6,122,,Hindu,Male,Maddox,
7541,54,7,14,,Hindu,Male,Ohol,
7541,55,2,134,General,Hindu,Female,Deol,
7541,56,1,0,General,Hindu,Male,Mishra,
7541,57,1,100,General,Hindu,Female,Kashyap,
7541,58,5,109,,Hindu,Male,Rautela,
7541,59,5,27,,Hindu,Female,Abhipriya,
7541,60,1,1,,Hindu,Female,Pakhmodey,
3528,1,7,20,,Hindu,Male,Jadhao,
3528,2,1,13,,Hindu,Female,Sharma,
3528,3,7,3,,Hindu,Female,Rai,
3528,4,1,6,,Hindu,Male,Rai,
3528,5,1,2,,Hindu,Female,Yadav,
3528,6,6,13,,Hindu,Male,Gond,
3528,7,4,2,,Hindu,Male,Rai,
3528,8,7,5,,Hindu,Male,Rai,
3528,9,7,4,,Hindu,Male,Balaraju,
3528,10,4,6,,Hindu,Female,Jaiswar,
3528,11,5,25,,,Female,Nadar,
3528,12,2,9,,Hindu,Male,Rai,
3528,13,6,5,,,Male,Dsouza,
3528,14,7,7,,Hindu,Male,Rai,
3528,15,7,15,,,Female,Mabel,
3528,16,3,1,,Hindu,Male,Gupta,
3528,17,1,5,,Hindu,Male,Chaudhri,
3528,18,5,9,,Other,Male,Jose,
3528,19,7,17,,Hindu,Male,Golu,
3528,20,1,4,,Hindu,Female,Mallah,
3528,21,1,2,,Hindu,Female,Rai,
3528,22,5,7,,Hindu,Male,Rai,
3528,23,5,4,,Muslim,Male,Sanskari,
3528,24,1,2,,Hindu,Male,Kanokiya,
3528,25,5,9,,Hindu,Female,Kewat,
3528,26,7,25,,Hindu,Female,Shetty,
3528,27,1,0,,,,Nobita,
3528,28,5,4,,Hindu,Male,Shukla,
3528,29,7,13,,Hindu,Male,Rai,
3528,30,1,0,,,Female,Olmaz,
3528,31,3,2,,Hindu,Female,Rai,
3528,32,5,14,,Hindu,Male,Prajapati,
3528,33,7,11,,Hindu,Male,Sawant,
3528,34,5,7,,Hindu,Male,Rai,
3528,35,6,3,,Hindu,Female,Rai,
3528,36,4,5,,Muslim,Male,Baig,
3528,37,1,16,,Hindu,Male,Yemmemenour,
3528,38,1,6,,Hindu,Male,Kamble,
3528,39,7,8,,Hindu,Male,Gowda,
3528,40,1,19,,Hindu,Male,Kharwar,
3528,41,1,15,,Hindu,Male,Seniyar,
3528,42,5,5,,Hindu,Female,Chaudhary,
3528,43,5,5,,Hindu,Male,Kolekar,
3528,44,1,9,,Hindu,Female,Raut,
3528,45,7,8,,Muslim,Male,Qureshi,
3528,46,1,10,,,Male,Rajbind,
3528,47,5,3,,Muslim,Male,Ashraf,
3528,48,7,2,,Muslim,Male,Nishad,
3528,49,5,8,,Hindu,Male,Rai,
3528,50,5,2,,Muslim,Female,Nikam,
3528,51,4,9,,Hindu,Male,Rai,
3528,52,1,0,,Hindu,Male,Yadav,
3528,53,7,7,,Hindu,Female,Yadav,
3528,54,7,14,,Muslim,Male,Kaif,
3528,55,1,0,,Hindu,Female,Kashyap,
3528,56,7,1,,Muslim,Female,Shaikh,
3528,57,7,5,,Hindu,Male,Rai,
3528,58,7,1,,Hindu,Female,Rai,
3528,59,7,6,,Hindu,Male,Rai,
3528,60,1,2,,Hindu,Male,Memane,
6818,1,3,0,,,Female,Mallick,
6818,2,1,4,,Hindu,Male,Rajput,
6818,3,1,19,,Hindu,Female,Roy,
6818,4,1,51,,Hindu,Female,Shushank,
6818,5,7,9,,Hindu,Male,Ashutosh,
6818,6,1,6,,Hindu,Female,Prasad,
6818,7,1,3,,Hindu,Female,Singh,
6818,8,1,1,,,Male,Sonwar,
6818,9,1,113,,,Male,Shahdeo,
6818,10,1,3,,,Female,Deb,
6818,11,1,94,,,Female,Das,
6818,12,1,12,,Hindu,Male,Singh,
6818,13,1,5,,Hindu,Female,Singh,
6818,14,1,122,,,Female,Mahto,
6818,15,1,39,,,Male,Mahli,
6818,16,1,2,,Hindu,Female,Kumari,
6818,17,2,3,,Hindu,Male,Bhagat,
6818,18,1,36,,,Male,Dhanrazz,
6818,19,1,6,,Hindu,Male,Singh,
6818,20,3,3,,Hindu,Female,Singh,
6818,21,1,1,,Hindu,Male,Kumar,
6818,22,1,1,,Hindu,Female,Singh,
6818,23,3,7,,Hindu,Female,Singh,
6818,24,1,14,,,Female,Chhetry,
6818,25,1,3,,,Male,Yuwan,
6818,26,1,4,,Hindu,Female,Kumar,
6818,27,1,10,,Hindu,Female,Singh,
6818,28,1,9,,,Male,Rinku,
6818,29,1,5,,Hindu,Female,Singh,
6818,30,3,1,,Hindu,Male,Singh,
6818,31,1,54,,Muslim,Male,Aslam,
6818,32,1,5,,Hindu,Female,Singh,
6818,33,1,6,,Hindu,Female,Snehi,
6818,34,3,7,,Hindu,Female,Devi,
6818,35,1,2,,Hindu,Female,Prakash,
6818,36,1,63,,Hindu,Male,Choudhary,
6818,37,1,9,,Hindu,Male,Kumar singh,
6818,38,2,2,,Hindu,Female,singh,
6818,39,5,6,,Hindu,Female,singh,
