participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),event (y/n),caste_RA,religion_RA,gender,Notes,,
4309,38,2,2,Days,1,0,0,,Hindu,Male,Shukla,,
4309,39,5,3,Days,1,0,0,,Hindu,Male,Rohit Sharma,,
4309,40,3,2,Days,1,0,0,,Hindu,Male,Maurya,,
4309,41,3,7,Days,1,0,0,,Hindu,Male,Nepewala - suggested for you,,
4309,42,6,23,Hours,1,0,0,,Hindu,Male,Rajput,,
4309,43,5,8,Hours,1,0,0,,Hindu,Male,Mishra,,
4309,44,3,2,Days,1,0,0,,Hindu,Male,Rajput,,
4309,45,2,6,Days,1,0,0,,Hindu,Male,Mishra,,
4309,46,2,6,Hours,1,0,0,,Hindu,Male,Shukla,,
4309,47,5,5,Days,0,0,0,,,,Cricket Chamber - suggested for you,,
4309,48,3,1,Days,1,0,0,,,Male,sk - not sure what the last name is,,
4309,49,4,1,Hours,1,1,0,,Hindu,Male,Tanwar,,
4309,50,5,2,Days,0,0,0,,,,The Better India - Suggested for you,,
4309,51,4,8,Minutes,0,0,0,,,,Sony Entertainment TV,,
4309,52,7,10,Hours,1,0,0,,,Male,santosh socialist,,
4309,53,4,3,Hours,1,0,0,,,Male,santosh socialist,,
4309,54,6,6,Days,0,0,0,,,,Voice of Indian Sports,,
4309,55,1,6,Hours,1,0,0,,Hindu,Male,Shukla,,
4309,56,2,41,Minutes,1,1,0,,Hindu,Female,Savla,,
4309,57,4,7,Hours,0,0,0,,,,Varkari Sampraday,,
4309,58,4,22,Hours,0,0,0,,,,Loksatta,,
4309,59,3,24,Minutes,1,1,0,,Hindu,Male,Sharma,,
4309,60,5,6,Days,1,0,0,,Hindu,Male,Misra,,
2185,1,4,1,Hours,1,1,,General,Hindu,Female,,,
2185,2,1,1,Hours,1,0,0,General,Hindu,Male,,,
2185,3,7,2,Days,0,0,0,,,,suggested- page,,
2185,4,7,9,Minutes,1,0,0,,Other,Female,Meiselbach,,
2185,5,6,12,Hours,1,0,0,,Hindu,Female,Das. Posted photo in album,,
2185,6,1,46,Minutes,1,0,0,General,Hindu,Female,Nair,,
2185,7,7,1,Hours,1,1,0,,Hindu,Male,Kindo. Cast - oraon (mentioned in post),,
2185,8,4,17,Hours,1,0,0,,Hindu,Female,Das,,
2185,9,1,12,Hours,1,0,0,,Hindu,Male,Das (different person). Updated profile picture.,,
2185,10,7,1,Hours,1,0,0,General,Hindu,Female,Poddar,,
2185,11,7,3,Days,0,0,0,,,,"Suggested page. Buzzfeed.  Post tenure not given, Aug 21st 1:30 pm",,
2185,12,5,2,Days,1,0,1,General,Hindu,Male,Interested' in an online event. Aug 22 7:19 am,,
2185,13,7,2,Days,0,0,0,,,,"Meme page. Aug 22, 6:01 am",,
2185,14,7,1,Hours,1,1,0,General,Hindu,Female,Chaudhuri,,
2185,15,2,2,Days,1,0,0,General,Hindu,Male,"Prasad. Shared a memory. Aug 22, 12:23pm",,
2185,16,7,4,Days,0,0,0,,,,"Suggested page. Aug 20, 9:28 pm",,
2185,17,7,4,Days,0,0,0,,,,"Page. Humans of Bombay. Aug 20, 5:57 pm",,
2185,18,4,1,Hours,1,1,0,General,Hindu,Female,Ghosh,,
2185,19,7,18,Hours,0,0,0,,,,Page. Humans of Bombay.,,
2185,20,7,4,Hours,0,0,0,,,,Page. St. Patrick's Youth,,
2185,21,7,26,Minutes,1,1,0,General,Hindu,Female,Dev,,
2185,22,7,1,Days,0,0,0,,,,"Page. Humans of Bombay. Aug 23, 11:05 am",,
2185,23,7,22,Hours,0,0,0,,,,Page. RVCJ Media,,
2185,24,1,31,Minutes,1,0,0,,Other,Female,Gomes,,
2185,25,7,2,Days,0,0,0,,,,"Page. Humans of Bombay. Aug 22, 5:52 pm",,
2185,26,6,22,Minutes,1,1,0,General,Hindu,Female,Mukherjee,,
2185,27,1,7,Minutes,1,1,0,General,Hindu,Female,Karmakar,,
2185,28,7,2,Hours,1,1,0,General,Hindu,Female,Bandyopadhyay. Added a 3D photo to a group,,
2185,29,7,3,Hours,0,0,0,,,,Meme page,,
2185,30,6,2,Days,1,0,0,,Other,Female,"2 people shared a post. (Other person, General - Hindu - Male)",,
2185,31,7,4,Days,0,0,0,,,,"Page. HOB. Aug 20, 3:14 pm",,
2185,32,2,16,Minutes,1,0,0,,Hindu,Male,Bhengra,,
2185,33,7,10,Hours,1,1,0,,Other,Male,Topno,,
2185,34,5,1,Hours,1,0,0,General,Hindu,Female,Bandyopadhyay,,
2185,35,7,1,Hours,1,0,0,General,Hindu,Female,Poddar. Posted to another friend's wall. ,,
2185,36,4,1,Hours,1,1,0,,Hindu,Female,Saha,,
2185,37,6,5,Minutes,1,1,0,General,Hindu,Female,Podder,,
2185,38,5,28,Minutes,1,0,0,General,Hindu,Male,Biswas,,
2185,39,7,1,Days,0,0,0,,,,Page. RVCJ Media. Aug 23 12:26 pm,,
2185,40,1,2,Days,1,0,0,,Hindu,Male,"Kalindi. Aug 22, 9:47 am",,
2185,41,4,1,Days,1,0,0,,Other,Female,"Rosemary. Aug 23, 7:20 am. Shared a memory",,
2185,42,1,22,Hours,1,0,0,General,Hindu,Female,Pandey,,
2185,43,7,2,Hours,1,1,0,,Hindu,Male,Aind,,
2185,44,7,37,Minutes,1,0,0,General,Hindu,Female,Pal,,
2185,45,4,42,Minutes,1,1,0,,Hindu,Female,Prodhan,,
2185,46,7,12,Hours,1,1,0,General,Hindu,Female,Roy,,
2185,47,5,26,Minutes,0,0,0,,,,Page. Zoom TV,,
2185,48,7,2,Days,0,0,0,,,,"Page. RVCJ Media. Aug 22, 5:55 pm",,
2185,49,4,1,Hours,1,0,0,General,Hindu,Female,Basu,,
2185,50,7,,,1,0,0,,Hindu,Female,Debnath. July 14th,,
2185,51,7,19,Minutes,1,0,0,General,Hindu,Male,Batra. (celeb page?),,
2185,52,7,13,Hours,1,0,0,,,Female,Purification / Dubey. 2 friends shared a post (filled for purification),,
2185,53,6,1,Hours,1,0,0,General,Hindu,Female,Poddar,,
2185,54,5,1,Days,1,0,0,General,Hindu,Female,"Sarkar. 23 Aug, 12:39 pm",,
2185,55,5,51,Minutes,1,1,0,,Hindu,Female,Sanyashi,,
2185,56,7,3,Minutes,1,0,0,,Hindu,Male,Kujur,,
2185,57,7,1,Hours,1,0,0,General,Hindu,Female,Agarwal,,
2185,58,7,16,Hours,0,0,0,,,,Page. RVCJ Media,,
2185,59,5,25,Minutes,1,1,0,General,Other,Female,Joseph,,
2185,60,4,16,Minutes,1,1,0,General,Hindu,Female,Das,,
6306,1,3,7,Hours,1,0,0,,Other,Male,Jain,,
6306,2,1,6,Hours,0,0,0,,,,Foods and flavors,,
6306,3,7,3,Days,0,0,0,,,,CBM- sugested for you,,
6306,4,6,5,Hours,1,1,0,,Hindu,Female,Gupta,,
6306,5,5,1,Days,1,0,0,,Hindu,Female,Sanketh - eating dinner at a restuarant post (event? ),,
6306,6,7,1,Days,1,0,0,,Hindu,Male,Abhishek,,
6306,7,6,3,Days,0,0,0,,,,Mickey Hutchinson - pagee,,
6306,8,4,1,Days,1,0,0,,Hindu,Male,Thakur,,
6306,9,2,1,Days,1,1,0,,Hindu,Female,Agarwal,,
6306,10,7,1,Days,0,0,0,,,,Foods and flavors,,
6306,11,1,3,Days,0,0,0,,,,Indian Memes,,
6306,12,1,1,Days,1,0,0,,Hindu,Male,Thakur,,
6306,13,2,1,Days,1,0,0,,Hindu,Female,Kumari,,
6306,14,6,1,Days,0,0,0,,,,Zayka ka tadka,,
6306,15,5,1,Days,1,0,0,,Hindu,Male,Mukherjee - check-in at a hotel,,
6306,16,6,1,Days,1,1,0,,Hindu,Female,Agarwal,,
6306,17,5,3,Days,0,0,0,,,,Artkala4u,,
6306,18,1,3,Days,1,0,0,Not Indian,Other,Male,John,,
6306,19,6,1,Days,1,0,0,Not Indian,Other,Male,Andreas - suggested for you,,
6306,20,7,36,Minutes,1,0,0,,Hindu,Male,Sanyal,,
6306,21,7,15,Hours,1,0,0,,Hindu,Male,Sanyal,,
6306,22,6,3,Days,0,0,0,,,,Junior - bulldog - suggested for you,,
6306,23,5,1,Days,1,0,0,,Hindu,Female,Tolawat,,
6306,24,1,3,Days,1,0,0,,Hindu,Male,Yadav,,
6306,25,7,25,Days,0,0,0,,,,Super Sindhi- suggested for you,,
6306,26,4,1,Hours,1,0,0,,Hindu,Female,Pasricha,,
6306,27,3,9,Hours,1,1,0,,Hindu,Female,Namrata Agrawal,,
6306,28,1,6,Days,1,0,0,Not Indian,Other,Female,Omondi -suggested for you,,
6306,29,3,3,Minutes,1,0,0,,Hindu,Female,Choudhary,,
6306,30,5,1,Days,1,0,0,,Hindu,Female,Kochgaven,,
6306,31,3,1,Days,0,0,0,,,,CBM- sugested for you,,
6306,32,7,3,Days,1,0,0,,Hindu,Female,Sonwatkar,,
6306,33,6,1,Days,1,1,0,,Hindu,Female,Bunty,,
6306,34,1,2,Days,0,0,0,,,,Tastemade,,
6306,35,5,1,Days,1,0,0,,Hindu,Male,Kumar,,
6306,36,1,1,Days,1,0,0,,Hindu,Male,Kochgaven,,
6306,37,1,2,Days,0,0,0,,,,Faheem's memes - suggested for you,,
6306,38,5,12,Minutes,0,0,0,,,,Hebbar's kitchen,,
6306,39,3,1,Days,0,0,0,,,,All Pakistan Drama Page - suggested for you,,
6306,40,1,9,Hours,1,0,0,,Hindu,Male,Thakur,,
6306,41,3,1,Days,1,0,0,,Other,Female,Singh,,
6306,42,6,10,Days,0,0,0,,,,Bronx Zoo - suggested for you,,
6306,43,7,1,Days,1,0,0,,Other,Male,Jain,,
6306,44,,,,,,,,,,,,
6306,45,,,,,,,,,,,,
6306,46,,,,,,,,,,,,
6306,47,,,,,,,,,,,,
6306,48,,,,,,,,,,,,
6306,49,,,,,,,,,,,,
6306,50,,,,,,,,,,,,
6306,51,,,,,,,,,,,,
6306,52,,,,,,,,,,,,
6306,53,,,,,,,,,,,,
6306,54,,,,,,,,,,,,
6306,55,,,,,,,,,,,,
6306,56,,,,,,,,,,,,
6306,57,,,,,,,,,,,,
6306,58,,,,,,,,,,,,
6306,59,,,,,,,,,,,,
6306,60,,,,,,,,,,,,
2932,1,6,4,Hours,1,0,0,Not Indian,Other,Male,Tamaribuchi,,
2932,2,7,1,Days,1,0,0,Not Indian,Other,Male,Tamaribuchi,,
2932,3,6,16,Days,0,0,0,,,,suggested for you,,
2932,4,7,9,Hours,0,0,0,,,,Humans of NY,,
2932,5,5,53,Minutes,1,0,0,Not Indian,Other,Male,Tamaribuchi x3,,
2932,6,6,1,Days,1,0,0,Not Indian,Other,Male,tamaribuchi x 4,,
2932,7,2,9,Hours,0,0,0,,,,suggested for you,,
2932,8,1,1,Days,0,0,0,,,,suggested for you,,
2932,9,5,1,Hours,1,0,0,Not Indian,Other,Male,tamaribuchi x5,,
2932,10,7,2,Days,0,0,0,,,,Travel insider,,
2932,11,5,4,Days,1,0,0,Not Indian,Other,Male,suggested for you,,
2932,12,3,2,Days,0,0,0,,,,United Nations,,
2932,13,7,27,Minutes,0,0,0,,,,Business Insider,,
2932,14,5,6,Hours,0,0,0,,,,Business Insider,,
2932,15,7,8,Hours,0,0,0,,,,Travel insider,,
2932,16,1,4,Days,0,0,0,,,,suggested for you,,
2932,17,7,9,Hours,0,0,0,,,,BBC Travel,,
2932,18,2,6,Hours,0,0,0,,,,United Nations,,
2932,19,2,14,Hours,0,0,0,,,,United Nations,,
2932,20,4,2,Days,1,0,0,Not Indian,Other,Male,Tamaribuchi x6,,
2932,21,7,2,Days,1,0,0,Not Indian,Other,Male,Tamaribuchi x7,,
2932,22,3,38,Minutes,0,0,0,,,,suggested for you,,
2932,23,7,1,Days,0,0,0,,,,Travel insider,,
2932,24,7,1,Days,0,0,0,,,,Fitness Insider,,
2932,25,2,2,Days,0,0,0,,,,United Nations,,
2932,26,1,19,Hours,0,0,0,,,,suggested for you,,
2932,27,7,2,Days,0,0,0,,,,Travel insider,,
2932,28,7,2,Days,0,0,0,,,,Fitness Insider,,
2932,29,7,4,Days,0,0,0,,,,BBC News,,
2932,30,7,40,Minutes,0,0,0,,,,Washington Post,,
2932,31,7,1,Hours,0,0,0,,,,Washington Post,,
2932,32,1,28,Days,1,0,0,,Hindu,Male,suggested for you,,
2932,33,1,2,Days,0,0,0,,,,Fitness Insider,,
2932,34,7,15,Hours,0,0,0,,,,BBC News,,
2932,35,2,15,Hours,0,0,0,,,,BBC News,,
2932,36,5,2,Days,0,0,0,,,,Travel insider,,
2932,37,1,14,Days,0,0,0,,,,suggested for you,,
2932,38,5,17,Minutes,0,0,0,,,,NYT,,
2932,39,7,31,Minutes,0,0,0,,,,NYT,,
2932,40,6,11,Minutes,0,0,0,,,,The Economic Times,,
2932,41,3,23,Minutes,0,0,0,,,,The Economic Times,,
2932,42,7,2,Days,1,0,0,Not Indian,Other,Male,Tamaribuchi x8,,
2932,43,7,1,Days,0,0,0,,,,washington Post,,
2932,44,4,1,Days,0,0,0,,,,washington Post,,
2932,45,3,12,Minutes,0,0,0,,,,Fitness Insider,,
2932,46,6,43,Minutes,0,0,0,,,,Fitness Insider,,
2932,47,4,19,Minutes,0,0,0,,,,Travel insider,,
2932,48,7,41,Minutes,0,0,0,,,,Travel insider,,
2932,49,6,15,Minutes,0,0,0,,,,CNN,,
2932,50,7,30,Minutes,0,0,0,,,,CNN,,
2932,51,1,3,Days,0,0,0,,,,suggested for you,,
2932,52,4,59,Minutes,1,1,0,,Muslim,Female,Alami,,
2932,53,1,22,Hours,1,0,0,,Other,Male,Singh,,
2932,54,7,1,Days,1,0,0,,Hindu,Female,Suri,,
2932,55,2,1,Days,1,0,0,,Hindu,Female,Dhonchak,,
2932,56,1,17,Days,1,0,0,,Hindu,Female,Khetarpal,,
2932,57,7,8,Minutes,0,0,0,,,,NYT,,
2932,58,7,11,Minutes,0,0,0,,,,NYT,,
2932,59,1,20,Hours,0,0,0,,,,"Ministry of Health and Family Welfare, GOI",,
2932,60,5,1,,,,,,,,Dhanao,,
6381,1,7,2,Hours,1,,,,Hindu,Male,Kumar,,
6381,2,1,,,1,,,,Muslim,Male,Khan,,
6381,3,7,12,Hours,1,,,,,Male,Thakur,,
6381,4,1,2,Days,1,1,,,,Male,Bablu,,
6381,5,4,,,1,1,,,,Male,Thakur,,
6381,6,7,1,Days,1,,,,Muslim,Male,,,
6381,7,4,1,Days,1,,,,Hindu,Male,Roy,,
6381,8,4,1,Days,1,,,,,Male,Pathan,,
6381,9,7,1,Days,1,,,,,Male,Rahul,,
6381,10,7,,,1,,,,Muslim,Male,Adrin,,
6381,11,1,10,Minutes,1,1,,,,Male,Lodhra,,
6381,12,3,13,Hours,1,1,,,Hindu,Male,,,
6381,13,4,12,Hours,1,1,,,Muslim,Male,,,
6381,14,7,18,Hours,,,,,,,Deepti Pal,,
6381,15,7,3,Hours,1,,,,,,NGO,,
6381,16,6,30,Minutes,1,,,,Muslim,,Socialist Malik,,
6381,17,7,2,Days,1,,,,Hindu,,Mhaske,,
6381,18,7,12,Hours,1,1,,,,Male,Rashid,,
6381,19,1,3,Days,,1,,,,Male,Babbar,,
6381,20,4,2,Days,1,,,,,Male,Kumar,,
6381,21,7,24,Hours,1,,,,,Male,Mhaske,,
6381,22,7,20,Hours,1,,,,Muslim,Male,Wazhul Khan,,
6381,23,1,18,Hours,1,1,,,,Female,Goraya,,
6381,24,7,1,Minutes,,1,,,,,Ratan TATA,,
6381,25,5,1,Days,1,,,,,Male,Thakur,,
6381,26,7,21,Hours,1,,,,,Male,Kumar,,
6381,27,1,23,Hours,,1,,,,,Nigerian Airfornce,,
6381,28,4,12,Hours,1,,,,Hindu,Male,Agarwal,,
6381,29,7,18,Hours,1,,,,Hindu,Male,Roy,,
6381,30,1,16,Hours,1,1,,,,Male,Prakash,,
6381,31,1,16,Hours,1,1,,,Muslim,Male,Rauf,,
6381,32,1,2,Days,1,1,,,Muslim,Male,Imran,,
6381,33,1,2,Hours,1,,,,Hindu,Male,Verma,,
6381,34,5,18,Hours,1,,,,,Male,Jajeda,,
6381,35,7,15,Hours,1,,,,Hindu,Female,Shah,,
6381,36,7,8,Hours,1,,,,Hindu,Male,Kumar,,
6381,37,4,23,Hours,1,1,,,,Male,Maheshwari,"related groups, doesnt know them",
6381,38,1,3,Days,1,1,,,Muslim,Female,Islamic Post,,
6381,39,1,51,Minutes,1,1,,,Muslim,,Rahman,,
6381,40,7,23,Minutes,1,,,,Muslim,Male,Sawant,,
6381,41,4,22,Hours,1,,,,Hindu,Male,Babbar,repeated,
6381,42,7,1,Hours,1,,,,Hindu,Male,Pomendkar,,
6381,43,4,25,Hours,1,1,,,,Male,Thakur,,
6381,44,1,1,Days,1,,,,Muslim,Male,Arsh,,
6381,45,7,1,Hours,1,,,,Hindu,Male,Pomendkar,,
6381,46,4,3,Days,1,1,,,Muslim,Male,Shah,,
6381,47,4,18,Hours,,1,,,,,,Group,
6381,48,4,3,Days,1,1,,,,Female,Khajanji,,
6381,49,4,10,Hours,1,,,,,Male,Kadam,,
6381,50,1,3,Hours,,1,,,,,,group,
6381,51,4,4,Days,,1,,,,,MS Dhoni,,
6381,52,7,27,Hours,1,1,,,Muslim,Male,Khan ALam,,
6381,53,1,2,Days,,1,,,Muslim,Male,Neer Naz,,
6381,54,1,2,Days,,1,,,Muslim,,Ali,,
6381,55,7,3,Minutes,1,,,,Hindu,,Sharma,,
6381,56,1,12,Hours,1,,,,Muslim,Female,Hossain,,
6381,57,1,1,Days,1,1,,,Muslim,Male,Khan,,
6381,58,4,1,Hours,1,1,,,,Male,Thakur,,
6381,59,4,10,Hours,1,1,,,Muslim,Male,Jaaz,,
6381,60,1,24,Minutes,,1,,,,Male,Singh,,
4266,1,2,2,Days,1,0,0,,Hindu,Male,Kumar,,
4266,2,2,3,Days,1,0,0,,Hindu,Male,Dhandare,,
4266,3,1,3,Days,0,0,0,,,,Loksatta,,
4266,4,2,11,Hours,0,0,0,,,,Be_creative,,
4266,5,2,21,Hours,0,0,0,,,,Fan page,,
4266,6,3,22,Hours,0,0,0,,,,"Ministry of Health and Family Welfare, GOI",,
4266,7,2,17,Hours,1,0,0,,Hindu,Male,Veeramuthu,,
4266,8,2,2,Days,1,0,0,,Hindu,Male,Moti,,
4266,9,2,2,Days,1,0,0,,Hindu,Male,Vanmali,,
4266,10,1,23,Hours,1,0,0,,Hindu,Male,Thakur,,
4266,11,1,6,Hours,1,0,0,,Muslim,Male,Ahmed,,
4266,12,2,2,Days,1,0,0,,Hindu,Male,Sawant,,
4266,13,1,19,Hours,1,0,0,,Muslim,Male,Pasha,,
4266,14,3,2,Hours,1,0,0,,Hindu,Male,Dhandare,,
4266,15,3,6,Days,1,0,0,,Muslim,Male,Sayyed,,
4266,16,4,23,Hours,0,0,0,,,,suggested for you,,
4266,17,2,3,Days,0,0,0,,,,Glonal event company India,,
4266,18,1,3,Days,0,0,0,,,,Buggle,,
4266,19,2,2,Days,0,0,0,,,,suggested for you,,
4266,20,1,3,Days,1,0,0,,Hindu,Male,Jagtap,,
4266,21,1,2,Days,1,0,0,,Hindu,Male,Rai,,
4266,22,2,3,Days,1,0,0,,Hindu,Male,Girin,,
4266,23,1,3,Days,0,0,0,,,,suggested for you,,
4266,24,2,2,Days,0,0,0,,,,Fan page,,
4266,25,1,3,Days,0,0,0,,,,Candy Crush saga,,
4266,26,1,14,Hours,0,0,0,,,,Loksatta - suggested for you,,
4266,27,2,4,Hours,1,0,0,,Hindu,Male,Gadkari,,
4266,28,2,2,Days,0,0,0,,,,Loksatta - suggested for you,,
4266,29,1,1,Days,1,0,0,,Hindu,Male,Moti,,
4266,30,2,3,Hours,1,0,0,,Hindu,Male,Dhandare x2,,
4266,31,2,10,Hours,1,0,0,,Muslim,Male,Sayyed,,
4266,32,1,2,Days,1,0,0,,Hindu,Male,Rai,,
4266,33,1,3,Days,0,0,0,,,,loksatta - suggested for you,,
4266,34,2,11,Hours,1,0,0,,Hindu,Male,Chande,,
4266,35,3,1,Days,1,0,0,,Hindu,Female,Khan,,
4266,36,2,1,Days,0,0,0,,,,loksatta - suggested for you,,
4266,37,3,1,Days,0,0,0,,,,fan page,,
4266,38,1,15,Hours,1,0,0,,Hindu,Female,Sharma,,
4266,39,1,22,Hours,1,0,0,,Hindu,Male,Vasant,,
4266,40,3,17,Hours,1,0,0,,Muslim,Female,Khan,,
4266,41,1,22,Hours,0,0,0,,,,loksatta - suggested for you,,
4266,42,2,120,Days,1,0,0,,Muslim,Male,Shakib,,
4266,43,2,17,Minutes,1,0,0,,Hindu,Male,Kamble,,
4266,44,1,12,Hours,1,0,0,,Muslim,Female,Khan,,
4266,45,1,11,Hours,1,0,0,,Hindu,Male,Chande,,
4266,46,2,3,Hours,1,0,0,,Hindu,Male,Dhandare,,
4266,47,2,10,Hours,1,0,0,,Muslim,Male,Sayyed,,
4266,48,2,3,Days,0,0,0,,,,SEED Infotech,,
4266,49,3,3,Days,1,0,0,,Hindu,Male,Wadibhasme,,
4266,50,2,5,Hours,1,0,0,,Hindu,Male,Moti,,
4266,51,3,23,Hours,0,0,0,,,,suggested for you,,
4266,52,1,1,Minutes,0,0,0,,,,TIPS Page,,
4266,53,3,2,Days,0,0,0,,,,fan page,,
4266,54,3,3,Hours,0,0,0,,,,suggested for you,,
4266,55,1,3,Days,0,0,0,,,,OLX India,,
4266,56,1,16,Hours,0,0,0,,,,Candy Crush saga,,
4266,57,3,1,Days,0,0,0,,,,fan page,,
4266,58,2,2,Hours,1,0,0,,Hindu,Male,Chande,,
4266,59,2,2,Days,1,0,0,,,Male,Ruyam Letap,,
4266,60,3,6,Days,1,0,0,,Hindu,Male,Vasant,,
8930,1,3,1,Days,1,0,0,,Muslim,Male,Khan,,
8930,2,4,1,Hours,1,1,0,,Hindu,Male,Barsenhia,,
8930,3,3,23,Hours,1,0,0,,Muslim,Male,Ansari,,
8930,4,4,3,Days,1,0,0,,Muslim,Male,Mansoori,,
8930,5,5,14,Hours,0,0,0,,,,suggested for you,,
