"","participant.id","pymk.order","familiarity","mutual.friends","poster.pymk.caste.ra","poster.pymk.religion.ra","poster.pymk.gender","pymk.ra.notes","RA_id","date","study_start","study_end","subject_caste_RA","subject_religion_RA","subject_gender_RA","total_friends","Participant.State.of.Origin","Smartphone..y.n.","Notes","X","religion.in.group","gender.in.group"
"41",1117,16,7,36,"","hindu","female","Mandal","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"42",1117,17,7,131,"","hindu","female","Mishra","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"43",1117,18,1,2,"","hindu","female","Pandey","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"44",1117,46,7,58,"","hindu","female","Mukherjee","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"45",1117,47,7,29,"","hindu","female","Yadav","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"46",1117,48,1,1,"","hindu","female","Yadav","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"47",1117,22,3,56,"","hindu","female","Panda","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"48",1117,60,2,3,"","hindu","female","Roy","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"49",1117,28,2,6,"","hindu","female","Devi","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"50",1117,29,7,29,"","hindu","female","Arya","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"51",1117,56,1,2,"","hindu","female","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"52",1117,53,6,53,"","","female","Bilung","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE
"53",1117,58,6,16,"","hindu","female","Kumarri","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"54",1117,19,1,0,"","hindu","female","Verma","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"55",1117,20,6,34,"","other","female","Lawrence","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE
"56",1117,57,7,4,"","hindu","female","Kumari","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"57",1117,59,4,15,"","hindu","female","Chandravanshi","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"58",1117,54,7,60,"","hindu","female","Roychoudhury","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"59",1117,55,7,61,"","hindu","female","Bhagat","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"60",1117,21,5,18,"","hindu","female","Narayan","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE
"61",1128,31,1,1,"","hindu","female","Hypaa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"62",1128,32,1,9,"","other","male","Gortz","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"63",1128,30,1,1,"","hindu","male","Sahu","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"64",1128,44,1,5,"","hindu","female","Panda","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"65",1128,33,1,1,"","muslim","female","Iikhan","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"66",1128,46,1,3,"","hindu","male","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"67",1128,34,1,0,"","hindu","male","Silva","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"68",1128,25,1,0,"","other","female","Carmeno","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"69",1128,45,1,2,"","hindu","female","Prasad","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"70",1128,41,1,75,"","hindu","male","Reddy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"71",1128,42,1,3,"","hindu","male","Kodak","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"72",1128,43,1,4,"","hindu","male","Verma","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"73",1128,3,1,4,"","hindu","male","Tripathy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"74",1128,4,1,66,"","hindu","male","Sharma","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"75",1128,5,1,1,"","hindu","female","Panigharghi","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"76",1128,6,1,2,"","hindu","female","Banidutta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"77",1128,47,1,4,"","hindu","female","Burba","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"78",1128,35,1,0,"","other","male","Alex","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"79",1128,36,1,0,"","hindu","male","Das","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"80",1128,37,1,0,"","hindu","male","Chuluuntulga","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"81",1128,38,1,25,"","hindu","female","Gupta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"82",1128,26,1,1,"","other","female","John","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"83",1128,27,1,1,"","hindu","female","Kiran","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"84",1128,28,1,1,"","hindu","female","Sahu","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"85",1128,29,1,1,"","hindu","female","Kumar","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"86",1128,56,1,0,"","hindu","male","Makera","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"87",1128,57,1,0,"","hindu","male","Bayain","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"88",1128,58,1,0,"","hindu","female","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"89",1128,59,1,0,"","hindu","female","Negi","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"90",1128,60,1,1,"","other","male","Damania","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"91",1128,48,1,1,"","hindu","male","Kar","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"92",1128,49,1,1,"","hindu","female","Panda","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"93",1128,50,1,1,"","hindu","male","Wattad","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"94",1128,51,1,45,"","hindu","male","Kar","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"95",1128,39,1,13,"","hindu","male","Nath","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"96",1128,40,1,16,"","hindu","male","Raj","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"97",1128,1,1,6,"","hindu","male","Krishnaanand","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"98",1128,2,1,0,"","hindu","male","Matta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"99",1128,55,1,0,"","hindu","male","Prasad","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"100",1128,15,1,1,"","hindu","male","Wajiyaya","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"101",1128,16,1,22,"","other","male","Bains","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"102",1128,17,1,2,"","hindu","male","Gona","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"103",1128,18,1,23,"","hindu","male","Padhi","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"104",1128,20,1,0,"","hindu","female","Tabeck","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"105",1128,21,1,1,"","hindu","male","Soreng","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"106",1128,22,1,4,"","hindu","male","Singla","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"107",1128,23,1,0,"","hindu","male","Tabeck","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"108",1128,24,1,1,"","hindu","female","Singla","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"109",1128,52,1,4,"","hindu","male","Malhotra","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"110",1128,53,1,25,"","hindu","female","Lisa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"111",1128,54,1,1,"","hindu","male","Dalai","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"112",1128,12,1,0,"","hindu","female","Seth","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"113",1128,13,1,0,"","hindu","male","Ray","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"114",1128,14,5,5,"","hindu","male","Das","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"115",1128,9,1,1,"","hindu","male","Novikov","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"116",1128,10,1,1,"","other","male","Singh","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE
"117",1128,7,1,0,"","hindu","female","Bira","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE
"118",1128,8,1,0,"","hindu","male","Bondra","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"119",1128,11,1,0,"","hindu","male","Ladissan","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE
"120",1128,19,1,4,"","other","female","Sipakov","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE
"121",1136,1,5,45,"","hindu","male","Bandhopadhay Raja","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"122",1136,45,3,23,"","hindu","female","Arpita Goswami","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"123",1136,46,3,44,"","hindu","male","Ashish Ranjan","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"124",1136,47,6,169,"","hindu","male","Piyush","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"125",1136,48,3,104,"","","male","Gup","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"126",1136,49,5,144,"general","hindu","male","Bhardwaj","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"127",1136,50,1,21,"general","hindu","male","Sharma","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"128",1136,13,6,199,"","hindu","male","Mahato Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"129",1136,14,5,39,"not indian","hindu","male","Thakur","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"130",1136,2,5,1,"general","hindu","male","Garav Singh","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"131",1136,3,6,2,"","","male","Deepu Negi","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"132",1136,4,3,62,"general","hindu","male","Shukla Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"133",1136,5,3,98,"not indian","other","male","Alex Poulouse","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"134",1136,6,2,47,"","hindu","female","Ashwini Kumar Gaound","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"135",1136,7,5,107,"","","male","Lobsang Negi","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"136",1136,8,4,61,"","hindu","male","Roy","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"137",1136,9,5,9,"","","male","Prasad","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"138",1136,10,5,104,"general","","male","Charavarty","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"139",1136,11,3,57,"general","hindu","male","Gupta Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"140",1136,12,5,43,"general","hindu","male","Jha Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"141",1136,39,1,3,"","hindu","male","Jharia","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"142",1136,40,3,35,"","","male","Dap Syngrem","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"143",1136,15,6,180,"general","hindu","male","Sharma","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"144",1136,16,1,1,"","hindu","female","Priya Darsheel","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"145",1136,17,1,1,"not indian","","male","Nong Kynirkh Patrick","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"146",1136,18,3,90,"general","hindu","male","Bhanu Pratap Singh","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"147",1136,19,3,40,"general","hindu","female","Dishani Gehlot","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"148",1136,59,6,76,"general","hindu","male","Sagar SIngh","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"149",1136,20,2,60,"general","hindu","male","Om Prakash","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"150",1136,21,6,98,"general","hindu","male","Sharma Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"151",1136,22,1,22,"general","hindu","male","Akshay Kumar","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"152",1136,23,2,64,"","hindu","male","Kashyap Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"153",1136,51,2,13,"general","hindu","female","Riya Singh","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"154",1136,52,6,138,"","hindu","male","Chaudhary","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"155",1136,53,6,71,"","hindu","male","Nirbhay Ganguly","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"156",1136,41,3,95,"","hindu","female","Aditi","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"157",1136,42,5,99,"","hindu","male","Nitesh Ranjan","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"158",1136,43,6,141,"general","hindu","male","Pal Singh","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"159",1136,44,1,16,"","hindu","male","Mishra","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"160",1136,58,1,2,"","hindu","female","Tanisha Roy","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"161",1136,32,5,69,"","hindu","male","Roy","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"162",1136,33,3,140,"","hindu","male","Mishra","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"163",1136,34,2,27,"general","hindu","female","Dubey","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE
"164",1136,35,5,112,"","","male","Bhoi","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"165",1136,36,6,52,"","hindu","male","Chaturvedi","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"166",1136,24,1,15,"","hindu","male","Nihkil","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"167",1136,25,1,61,"general","hindu","male","Gajendra Kumar","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"168",1136,26,3,170,"general","hindu","male","Avatar Singh","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"169",1136,54,5,212,"","hindu","male","Anand Male","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"170",1136,55,4,173,"","","male","Bonda","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
"171",1136,56,4,120,"general","hindu","male","Kumar","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"172",1136,57,5,76,"","hindu","male","Devenda","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"173",1136,30,2,69,"","hindu","male","Sahni","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"174",1136,31,1,7,"","hindu","male","Saika","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE
"175",1136,37,1,3,"","","male","Modak","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE
