"","user_age","clean_edu","user_frequency","user_genre","genre.match","rating.y","rec_gender","rec_race","clicked","race.simple.f","user_gender","user_id","in.group.lax","clean_user_genre","prediction.slow","rank.slow"
"49",39,"less.than.bachelors","Several times a month","Historical",0,9,"Female","Black",0,"White","Male","1TCeHDBbHq",FALSE,"HHO",0.123853692164156,3
"50",22,"bachelors","Every day","Comedy",0,9,"Male","Hispanic",0,"White","Male","b6FmKR97ai",TRUE,"Comedy",0.130550601473267,18
"51",45,"less.than.bachelors","Several times a month","Other",0,9,"Female","Hispanic",0,"White","Male","eGYZhJhbNv",FALSE,"HHO",0.0832259899858107,19
"52",39,"more.than.bachelors","Several times a month","Historical",0,9,"Male","White",0,"White","Male","h8dL8kQd3c",TRUE,"HHO",0.104133636456831,7
"53",35,"less.than.bachelors","Several times a week","Horror",0,9,"Female","White",1,"White","Male","ua0CvqL3XL",TRUE,"HHO",0.105269129580846,8
"54",31,"less.than.bachelors","Several times a week","Science Fiction",1,9,"Male","White",1,"White","Male","XwT61k4Aui",TRUE,"Science Fiction",0.244758425827884,1
"55",32,"less.than.bachelors","Every day","Drama",0,9,"Male","White",0,"White","Male","tn7Lj4fa4Q",TRUE,"Drama",0.120434543669284,15
"56",32,"less.than.bachelors","Several times a week","Horror",0,9,"Male","White",1,"White","Male","2kE4sELNDl",TRUE,"HHO",0.105291076088878,15
"57",40,"less.than.bachelors","Every day","Science Fiction",1,9,"Male","White",0,"White","Male","JasTAumxk2",TRUE,"Science Fiction",0.177435276791312,3
"58",25,"less.than.bachelors","A few times a year","Horror",0,9,"Male","White",0,"White","Male","mszeDNPNck",TRUE,"HHO",0.0874111268336907,11
"59",42,"less.than.bachelors","Several times a week","Comedy",0,9,"Male","White",1,"White","Male","zDV4vIX0w0",TRUE,"Comedy",0.090898141655492,13
"60",46,"less.than.bachelors","Several times a week","Horror",0,9,"Male","Black",0,"White","Male","6HFc3UfmCc",TRUE,"HHO",0.113691747656862,7
"61",46,"bachelors","Once a month","Action and adventure",1,9,"Male","Hispanic",1,"White","Male","OzbIh3w2Sy",TRUE,"Action and adventure",0.180665627043221,19
"62",34,"more.than.bachelors","Several times a week","Drama",0,9,"Female","White",1,"White","Male","ebcRwbGkWx",TRUE,"Drama",0.0900762782010431,27
"63",22,"less.than.bachelors","Several times a week","Drama",0,9,"Male","Black",0,"White","Male","cCgYjPmfmL",TRUE,"Drama",0.103252527197274,10
"64",36,"less.than.bachelors","Several times a month","Science Fiction",1,9,"Male","White",1,"White","Male","inb9nRkZp4",TRUE,"Science Fiction",0.225456269269902,2
"65",52,"bachelors","Several times a week","Comedy",0,9,"Male","Black",0,"White","Male","DBfdHeSAAb",TRUE,"Comedy",0.108109951516544,18
"66",20,"less.than.bachelors","Several times a week","Drama",0,9,"Female","White",0,"White","Male","Wbyc0ZDBpl",TRUE,"Drama",0.103604987817668,33
"67",38,"bachelors","Every day","Science Fiction",1,9,"Female","White",0,"White","Male","P6x7b1wUuj",TRUE,"Science Fiction",0.193903059083293,2
"68",34,"more.than.bachelors","Several times a month","Other",0,9,"Male","White",1,"White","Male","IlWZpZYRn2",TRUE,"HHO",0.100202449891069,7
"69",36,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","q1s7RZn8mw",TRUE,"Comedy",0.0920845938360647,24
"70",24,"less.than.bachelors","Several times a week","Drama",1,9,"Female","White",0,"White","Male","z9YtZUWPRU",TRUE,"Drama",0.128048371239292,14
"71",43,"less.than.bachelors","Several times a week","Science Fiction",0,9,"Female","Black",0,"White","Male","TQaqWOtfcq",FALSE,"Science Fiction",0.10966996846077,11
"72",31,"less.than.bachelors","Several times a week","Science Fiction",0,9,"Male","Black",0,"White","Male","XwT61k4Aui",TRUE,"Science Fiction",0.120894259507745,19
"73",35,"less.than.bachelors","Several times a week","Horror",0,9,"Female","White",0,"White","Male","ua0CvqL3XL",TRUE,"HHO",0.105269129580846,7
"74",20,"less.than.bachelors","Several times a week","Drama",1,9,"Male","White",0,"White","Male","Wbyc0ZDBpl",TRUE,"Drama",0.221272946878109,2
"75",32,"bachelors","Several times a month","Other",0,9,"Female","Hispanic",1,"White","Male","1ZgPXCRPFm",FALSE,"HHO",0.113234611145933,7
"76",36,"less.than.bachelors","Several times a week","Science Fiction",0,9,"Female","Black",0,"White","Male","M65dUPW6yf",FALSE,"Science Fiction",0.121970494575907,4
"77",28,"bachelors","A few times a year","Historical",0,9,"Male","White",0,"White","Male","qa9fzrgBH0",TRUE,"HHO",0.0897478453031367,30
"78",36,"bachelors","Once a month","Action and adventure",1,9,"Male","White",1,"White","Male","QIGQj1XC32",TRUE,"Action and adventure",0.237127588351623,5
"79",22,"less.than.bachelors","Several times a week","Comedy",0,9,"Female","Hispanic",1,"White","Male","rolBPHQjYL",FALSE,"Comedy",0.107988321903802,12
"80",38,"bachelors","Several times a month","Action and adventure",1,9,"Male","Black",0,"White","Male","D2CPZukWN2",TRUE,"Action and adventure",0.169183527968894,8
"81",32,"less.than.bachelors","Several times a week","Horror",0,9,"Female","Black",0,"White","Male","2kE4sELNDl",FALSE,"HHO",0.134444707864057,4
"82",38,"less.than.bachelors","Several times a week","Action and adventure",1,9,"Female","White",1,"White","Male","sFO2GK2SM1",TRUE,"Action and adventure",0.146123063018269,11
"83",38,"bachelors","Every day","Science Fiction",0,9,"Female","Hispanic",0,"White","Male","P6x7b1wUuj",FALSE,"Science Fiction",0.143777667539375,8
"84",22,"less.than.bachelors","Several times a month","Horror",0,9,"Female","White",0,"White","Male","YdCl8FacxX",TRUE,"HHO",0.114160310995357,12
"85",42,"less.than.bachelors","Several times a week","Comedy",0,9,"Male","Black",1,"White","Male","zDV4vIX0w0",TRUE,"Comedy",0.124870800163739,10
"86",31,"less.than.bachelors","Several times a month","Science Fiction",0,9,"Female","White",0,"White","Male","ho1m4wH7Zy",TRUE,"Science Fiction",0.0977651182300121,36
"87",22,"bachelors","Every day","Comedy",0,9,"Male","Black",0,"White","Male","b6FmKR97ai",TRUE,"Comedy",0.17306572813944,14
"88",39,"more.than.bachelors","Several times a month","Historical",0,9,"Male","White",0,"White","Male","h8dL8kQd3c",TRUE,"HHO",0.104133636456831,10
"89",38,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",0,"White","Male","QJqFc0RBxV",TRUE,"Action and adventure",0.222054283272071,3
"90",34,"less.than.bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","EWRxEgcSyy",TRUE,"Comedy",0.0920442267427312,24
"91",46,"less.than.bachelors","Several times a month","Science Fiction",0,9,"Female","White",0,"White","Male","w38BlsVUNm",TRUE,"Science Fiction",0.0848086461714402,34
"92",34,"more.than.bachelors","Several times a week","Drama",1,9,"Male","White",0,"White","Male","ebcRwbGkWx",TRUE,"Drama",0.191738576121566,4
"93",43,"bachelors","Several times a week","Comedy",0,9,"Female","White",0,"White","Male","E98jZ9wce7",TRUE,"Comedy",0.0783551244720536,9
"94",34,"bachelors","Every day","Science Fiction",0,9,"Female","Hispanic",0,"White","Male","oMlsSLCKBe",FALSE,"Science Fiction",0.146223801681457,9
"95",38,"bachelors","Several times a month","Science Fiction",0,9,"Male","White",0,"White","Male","YzNY9HjgmH",TRUE,"Science Fiction",0.112269272498425,15
"96",66,"bachelors","Several times a week","Action and adventure",1,9,"Female","Hispanic",1,"White","Male","w3kGHzevLq",FALSE,"Action and adventure",0.191047206896469,2
"97",52,"bachelors","Several times a week","Comedy",0,9,"Female","Hispanic",0,"White","Male","DBfdHeSAAb",FALSE,"Comedy",0.073866455649616,32
"98",52,"less.than.bachelors","Every day","Science Fiction",0,9,"Male","Black",0,"White","Male","k6Jg7jPESi",TRUE,"Science Fiction",0.137251092299914,9
"99",22,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",1,"White","Male","SnBDHfM0dh",TRUE,"Action and adventure",0.181504886632136,1
"100",40,"less.than.bachelors","Every day","Science Fiction",0,9,"Male","Hispanic",0,"White","Male","JasTAumxk2",TRUE,"Science Fiction",0.134187195442145,15
"101",30,"less.than.bachelors","A few times a year","Science Fiction",0,9,"Female","Hispanic",0,"White","Male","90WGJHJBtn",FALSE,"Science Fiction",0.111440065296716,5
"102",39,"bachelors","Several times a month","Comedy",0,9,"Male","Black",0,"White","Male","mlgC5X64Oe",TRUE,"Comedy",0.102987437772071,18
"103",27,"more.than.bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","Sf3XWLdgvq",TRUE,"Comedy",0.0977355607148614,30
"104",29,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",1,"White","Male","f8ZfmWUfrP",TRUE,"Action and adventure",0.176710475975952,5
"105",39,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","Hispanic",0,"White","Male","HbTAeXejqZ",TRUE,"Action and adventure",0.178024355983616,4
"106",46,"less.than.bachelors","Several times a week","Horror",0,9,"Male","White",0,"White","Male","6HFc3UfmCc",TRUE,"HHO",0.104700781919544,9
"107",64,"more.than.bachelors","Never","Other",0,9,"Male","White",0,"White","Male","i9FSGyqAS2",TRUE,"HHO",0.110015139467712,15
"108",42,"less.than.bachelors","Several times a month","Comedy",0,9,"Female","White",0,"White","Male","xSzPnQnwKj",TRUE,"Comedy",0.0795167616908959,35
"109",37,"bachelors","Several times a month","Horror",0,9,"Male","White",0,"White","Male","OwaYYefdEb",TRUE,"HHO",0.110431364470314,6
"110",32,"less.than.bachelors","Several times a month","Other",0,9,"Male","Black",0,"White","Male","Tpw7iBXRoA",TRUE,"HHO",0.087966899664731,38
"111",45,"less.than.bachelors","Several times a month","Other",0,9,"Male","White",0,"White","Male","eGYZhJhbNv",TRUE,"HHO",0.101870395625294,9
"112",35,"less.than.bachelors","Several times a week","Comedy",0,9,"Male","White",0,"White","Male","dZpjiKXH7W",TRUE,"Comedy",0.0815233162716197,25
"113",34,"more.than.bachelors","Several times a week","Comedy",0,9,"Male","White",0,"White","Male","az6gsiYUjX",TRUE,"Comedy",0.0821377323998667,16
"114",35,"less.than.bachelors","Several times a month","Science Fiction",0,9,"Female","Hispanic",0,"White","Male","qqiWGcmv58",FALSE,"Science Fiction",0.107815295259588,29
"115",35,"less.than.bachelors","Several times a week","Drama",1,9,"Male","Black",1,"White","Male","pa2nfM6jLP",TRUE,"Drama",0.15932438940788,6
"116",49,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","MxHGF8RP5u",TRUE,"Comedy",0.102354210418522,14
"117",62,"less.than.bachelors","Several times a week","Other",0,9,"Female","White",0,"White","Male","cbRHsrg6Qa",TRUE,"HHO",0.102817988317413,24
"118",29,"less.than.bachelors","Several times a week","Horror",0,9,"Female","Hispanic",0,"White","Male","4xG3AOikzo",FALSE,"HHO",0.137508125064614,2
"119",49,"more.than.bachelors","Several times a month","Historical",0,9,"Female","White",0,"White","Male","qEmzBoKzqc",TRUE,"HHO",0.140287811538516,1
"120",25,"less.than.bachelors","A few times a year","Horror",0,9,"Male","Black",0,"White","Male","mszeDNPNck",TRUE,"HHO",0.079822629412277,17
"121",57,"less.than.bachelors","Every day","Science Fiction",0,9,"Female","Hispanic",0,"White","Male","0a3grATy8f",FALSE,"Science Fiction",0.113647132983628,13
"122",50,"less.than.bachelors","Several times a week","Science Fiction",0,9,"Male","Hispanic",0,"White","Male","srTvlyDN5n",TRUE,"Science Fiction",0.117873939119354,10
"123",30,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Male","hsRZUatFaT",TRUE,"Comedy",0.092275036134486,26
"124",34,"more.than.bachelors","Several times a month","Other",0,9,"Female","White",1,"White","Male","IlWZpZYRn2",TRUE,"HHO",0.103338899219463,5
"125",46,"bachelors","Once a month","Action and adventure",1,9,"Male","White",0,"White","Male","OzbIh3w2Sy",TRUE,"Action and adventure",0.205440942826617,13
"126",67,"less.than.bachelors","Several times a week","Action and adventure",1,9,"Female","Hispanic",0,"White","Male","iNyyNG2n8G",FALSE,"Action and adventure",0.189786066668398,2
"127",21,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","Black",0,"White","Male","uuUECFnFch",TRUE,"Action and adventure",0.182373488000303,2
"128",72,"bachelors","A few times a year","Historical",0,9,"Male","White",1,"White","Male","7zhb4xSofw",TRUE,"HHO",0.101121294237786,24
"129",62,"more.than.bachelors","Several times a month","Comedy",0,9,"Male","Hispanic",0,"White","Male","LygDLcglaY",TRUE,"Comedy",0.0632591084501324,9
"130",20,"less.than.bachelors","A few times a year","Animation",0,9,"Male","White",1,"White","Male","Y3LxtvstvJ",TRUE,"Animation",0.103519406045034,27
"131",34,"more.than.bachelors","Several times a week","Drama",0,8,"Female","White",0,"White","Male","ebcRwbGkWx",TRUE,"Drama",0.078301237360184,33
"132",31,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Female","White",0,"White","Male","ho1m4wH7Zy",TRUE,"Science Fiction",0.099946297213889,32
"133",29,"less.than.bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Male","4xG3AOikzo",TRUE,"HHO",0.0877966789581621,22
"134",20,"less.than.bachelors","A few times a year","Animation",0,8,"Male","White",0,"White","Male","Y3LxtvstvJ",TRUE,"Animation",0.0972702277083275,35
"135",38,"bachelors","Several times a month","Action and adventure",1,8,"Female","White",0,"White","Male","D2CPZukWN2",TRUE,"Action and adventure",0.146702085246599,12
"136",35,"less.than.bachelors","A few times a year","Horror",0,8,"Female","White",0,"White","Male","BoVbzHduFO",TRUE,"HHO",0.0900726053734334,20
"137",67,"less.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",0,"White","Male","iNyyNG2n8G",TRUE,"Action and adventure",0.157645230034331,9
"138",35,"less.than.bachelors","Several times a week","Comedy",1,8,"Male","Black",0,"White","Male","dZpjiKXH7W",TRUE,"Comedy",0.142981081651576,11
"139",64,"more.than.bachelors","Never","Other",0,8,"Male","Hispanic",0,"White","Male","i9FSGyqAS2",TRUE,"HHO",0.123836501307601,4
"140",52,"bachelors","Several times a week","Comedy",1,8,"Male","Black",0,"White","Male","DBfdHeSAAb",TRUE,"Comedy",0.176275908351909,7
"141",32,"bachelors","Several times a month","Other",0,8,"Male","Hispanic",0,"White","Male","1ZgPXCRPFm",TRUE,"HHO",0.124367611089528,1
"142",39,"bachelors","Several times a month","Comedy",1,8,"Male","White",0,"White","Male","mlgC5X64Oe",TRUE,"Comedy",0.162929135961677,8
"143",29,"bachelors","Several times a month","Comedy",1,8,"Female","White",0,"White","Male","pxdAgd5QPC",TRUE,"Comedy",0.168562082029752,1
"144",22,"less.than.bachelors","Several times a month","Horror",0,8,"Male","Black",0,"White","Male","YdCl8FacxX",TRUE,"HHO",0.0832727876908339,42
"145",36,"bachelors","Several times a month","Comedy",1,8,"Female","Hispanic",0,"White","Male","q1s7RZn8mw",FALSE,"Comedy",0.154011625759095,9
"146",20,"less.than.bachelors","Several times a week","Drama",0,8,"Female","Black",0,"White","Male","Wbyc0ZDBpl",FALSE,"Drama",0.0990219141791294,37
"147",66,"bachelors","Several times a week","Action and adventure",1,8,"Female","White",0,"White","Male","w3kGHzevLq",TRUE,"Action and adventure",0.113466619826042,14
"148",32,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"White","Male","Tpw7iBXRoA",TRUE,"HHO",0.0989808001114365,18
"149",27,"bachelors","Several times a month","Action and adventure",1,8,"Male","White",0,"White","Male","GOoY2Tt2Lb",TRUE,"Action and adventure",0.120476749001913,16
"150",42,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","White",0,"White","Male","xSzPnQnwKj",TRUE,"Comedy",0.181218826300517,3
"151",33,"bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Male","7BOrbaDcyl",TRUE,"Drama",0.0923674637697748,20
"152",38,"less.than.bachelors","Several times a week","Action and adventure",1,8,"Male","Hispanic",0,"White","Male","sFO2GK2SM1",TRUE,"Action and adventure",0.126905617014969,19
"153",74,"bachelors","Several times a week","Action and adventure",1,8,"Female","White",0,"White","Male","8C9rPnJg0x",TRUE,"Action and adventure",0.128462083696259,6
"154",30,"less.than.bachelors","A few times a year","Horror",0,8,"Male","White",0,"White","Male","T49HRBvqXF",TRUE,"HHO",0.101772887765337,13
"155",36,"bachelors","Once a month","Action and adventure",1,8,"Female","White",0,"White","Male","QIGQj1XC32",TRUE,"Action and adventure",0.199649895610897,16
"156",46,"less.than.bachelors","Several times a week","Horror",0,8,"Female","White",0,"White","Male","6HFc3UfmCc",TRUE,"HHO",0.0981203481599059,28
"157",36,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Male","Black",0,"White","Male","inb9nRkZp4",TRUE,"Science Fiction",0.0928843384404106,31
"158",24,"more.than.bachelors","Several times a month","Horror",0,8,"Male","Hispanic",0,"White","Male","IWUYKLjDz2",TRUE,"HHO",0.121811729264551,8
"159",50,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","srTvlyDN5n",TRUE,"Science Fiction",0.105061878753491,20
"160",23,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","White",1,"White","Male","iQabToriYw",TRUE,"Comedy",0.154894662607757,3
"161",45,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"White","Male","eGYZhJhbNv",TRUE,"HHO",0.10449459183588,5
"162",41,"bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","4981aSzkkj",TRUE,"Action and adventure",0.157907084939806,4
"163",36,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","M65dUPW6yf",TRUE,"Science Fiction",0.118983113683041,5
"164",43,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","TQaqWOtfcq",TRUE,"Science Fiction",0.103985177585671,23
"165",56,"bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","4BOEpMImdB",TRUE,"Science Fiction",0.110004520651785,13
"166",27,"more.than.bachelors","Several times a month","Comedy",1,8,"Male","White",0,"White","Male","Sf3XWLdgvq",TRUE,"Comedy",0.173927725829863,13
"167",34,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","Black",0,"White","Male","EWRxEgcSyy",TRUE,"Comedy",0.154528265040594,15
"168",39,"less.than.bachelors","Several times a month","Drama",0,8,"Female","Black",1,"White","Male","WK0UdhP8vD",FALSE,"Drama",0.10305476890531,9
"169",22,"less.than.bachelors","Several times a month","Action and adventure",1,8,"Male","White",0,"White","Male","SnBDHfM0dh",TRUE,"Action and adventure",0.139095610283361,7
"170",33,"bachelors","Several times a month","Drama",0,8,"Female","Hispanic",0,"White","Male","yIRY2oirLP",FALSE,"Drama",0.130524065168041,12
"171",24,"bachelors","Several times a week","Horror",0,8,"Male","Black",0,"White","Male","xL2ElW1ouu",TRUE,"HHO",0.0849336868002107,30
"172",49,"bachelors","Several times a month","Comedy",1,8,"Female","White",0,"White","Male","MxHGF8RP5u",TRUE,"Comedy",0.160867991838404,5
"173",24,"less.than.bachelors","Several times a week","Drama",0,8,"Female","White",0,"White","Male","z9YtZUWPRU",TRUE,"Drama",0.0818194256079837,37
"174",62,"less.than.bachelors","Several times a week","Other",0,8,"Female","Hispanic",0,"White","Male","cbRHsrg6Qa",FALSE,"HHO",0.0860435734833772,36
"175",40,"less.than.bachelors","Every day","Science Fiction",0,8,"Female","White",0,"White","Male","JasTAumxk2",TRUE,"Science Fiction",0.10127698070932,36
"176",65,"less.than.bachelors","Every day","Science Fiction",0,8,"Male","White",0,"White","Male","lTeTQQMJAc",TRUE,"Science Fiction",0.139805887990458,8
"177",30,"bachelors","Several times a month","Comedy",1,8,"Female","Hispanic",0,"White","Male","hsRZUatFaT",FALSE,"Comedy",0.123771894238581,16
"178",46,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Male","Hispanic",1,"White","Male","w38BlsVUNm",TRUE,"Science Fiction",0.0998389838585644,25
"179",38,"less.than.bachelors","Several times a month","Action and adventure",1,8,"Male","Hispanic",0,"White","Male","QJqFc0RBxV",TRUE,"Action and adventure",0.122633543765242,19
"180",28,"bachelors","A few times a year","Historical",0,8,"Female","Hispanic",0,"White","Male","qa9fzrgBH0",FALSE,"HHO",0.108273606580451,11
"181",52,"less.than.bachelors","Every day","Science Fiction",0,8,"Male","Hispanic",0,"White","Male","k6Jg7jPESi",TRUE,"Science Fiction",0.144395537536096,7
