"","primary.id","X.1","participant.id","pymk.order","familiarity","mutual.friends","poster.pymk.caste.ra","poster.pymk.religion.ra","poster.pymk.gender","pymk.ra.notes","RA_id","date","study_start","study_end","subject_caste_RA","subject_religion_RA","subject_gender_RA","total_friends","Participant.State.of.Origin","Smartphone..y.n.","Notes","X","religion.in.group","gender.in.group","friend_rank","pct_friend_rank","new.rank","m.fam","sd.fam","norm.fam","pymk.order.round","norm.pctle","norm.decile","norm.quartile"
"34",1117,34,1117,48,1,1,"","hindu","female","Sinha","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,56,56,49,4.51666666666667,2.56767167938336,-1.36959358741349,4,0.014427494945782,0,1
"35",1117,35,1117,22,7,41,"","hindu","female","Khalkho","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,16,16,23,4.51666666666667,2.56767167938336,0.967153765519478,2,0.787998529682044,0.7,4
"36",1117,36,1117,23,1,1,"","hindu","female","Narayan","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,57,57,24,4.51666666666667,2.56767167938336,-1.36959358741349,2,0.014427494945782,0,1
"37",1117,37,1117,24,7,40,"","","female","Khuteta","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE,18,18,25,4.51666666666667,2.56767167938336,0.967153765519478,2,0.787998529682044,0.7,4
"38",1117,38,1117,25,1,36,"","hindu","female","Ranjan","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,19,19,26,4.51666666666667,2.56767167938336,-1.36959358741349,2,0.014427494945782,0,1
"39",1117,39,1117,26,1,2,"","hindu","female","Anand","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,48,48,27,4.51666666666667,2.56767167938336,-1.36959358741349,2,0.014427494945782,0,1
"40",1117,40,1117,14,2,2,"","hindu","female","Mahto","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,49,49,15,4.51666666666667,2.56767167938336,-0.980135695257994,1,0.112938798015071,0.1,1
"41",1117,41,1117,15,7,36,"","hindu","female","Mandal","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,20,20,16,4.51666666666667,2.56767167938336,0.967153765519478,1,0.787998529682044,0.7,4
"42",1117,42,1117,16,7,131,"","hindu","female","Mishra","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,1,1,17,4.51666666666667,2.56767167938336,0.967153765519478,1,0.787998529682044,0.7,4
"43",1117,43,1117,17,1,2,"","hindu","female","Pandey","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,50,50,18,4.51666666666667,2.56767167938336,-1.36959358741349,1,0.014427494945782,0,1
"44",1117,44,1117,45,7,58,"","hindu","female","Mukherjee","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,6,6,46,4.51666666666667,2.56767167938336,0.967153765519478,4,0.787998529682044,0.7,4
"45",1117,45,1117,46,7,29,"","hindu","female","Yadav","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,23,23,47,4.51666666666667,2.56767167938336,0.967153765519478,4,0.787998529682044,0.7,4
"46",1117,46,1117,47,1,1,"","hindu","female","Yadav","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,58,58,48,4.51666666666667,2.56767167938336,-1.36959358741349,4,0.014427494945782,0,1
"47",1117,47,1117,21,3,56,"","hindu","female","Panda","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,10,10,22,4.51666666666667,2.56767167938336,-0.5906778031025,2,0.411137658518655,0.4,2
"48",1117,48,1117,59,2,3,"","hindu","female","Roy","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,44,44,60,4.51666666666667,2.56767167938336,-0.980135695257994,5,0.112938798015071,0.1,1
"49",1117,49,1117,27,2,6,"","hindu","female","Devi","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,36,36,28,4.51666666666667,2.56767167938336,-0.980135695257994,2,0.112938798015071,0.1,1
"50",1117,50,1117,28,7,29,"","hindu","female","Arya","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,24,24,29,4.51666666666667,2.56767167938336,0.967153765519478,2,0.787998529682044,0.7,4
"51",1117,51,1117,55,1,2,"","hindu","female","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,51,51,56,4.51666666666667,2.56767167938336,-1.36959358741349,5,0.014427494945782,0,1
"52",1117,52,1117,52,6,53,"","","female","Bilung","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE,12,12,53,4.51666666666667,2.56767167938336,0.577695873363983,5,0.691049439441279,0.6,3
"53",1117,53,1117,57,6,16,"","hindu","female","Kumarri","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,33,33,58,4.51666666666667,2.56767167938336,0.577695873363983,5,0.691049439441279,0.6,3
"54",1117,54,1117,18,1,0,"","hindu","female","Verma","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,60,60,19,4.51666666666667,2.56767167938336,-1.36959358741349,1,0.014427494945782,0,1
"55",1117,55,1117,19,6,34,"","other","female","Lawrence","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE,21,21,20,4.51666666666667,2.56767167938336,0.577695873363983,1,0.691049439441279,0.6,3
"56",1117,56,1117,56,7,4,"","hindu","female","Kumari","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,39,39,57,4.51666666666667,2.56767167938336,0.967153765519478,5,0.787998529682044,0.7,4
"57",1117,57,1117,58,4,15,"","hindu","female","Chandravanshi","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,34,34,59,4.51666666666667,2.56767167938336,-0.201219910947005,5,0.535930895056056,0.5,3
"58",1117,58,1117,53,7,60,"","hindu","female","Roychoudhury","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,4,4,54,4.51666666666667,2.56767167938336,0.967153765519478,5,0.787998529682044,0.7,4
"59",1117,59,1117,54,7,61,"","hindu","female","Bhagat","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,3,3,55,4.51666666666667,2.56767167938336,0.967153765519478,5,0.787998529682044,0.7,4
"60",1117,60,1117,20,5,18,"","hindu","female","Narayan","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,31,31,21,4.51666666666667,2.56767167938336,0.188237981208489,2,0.61532806469399,0.6,3
"61",1128,61,1128,30,1,1,"","hindu","female","Hypaa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,25,25,31,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"62",1128,62,1128,31,1,9,"","other","male","Gortz","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,10,10,32,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"63",1128,63,1128,29,1,1,"","hindu","male","Sahu","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,26,26,30,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"64",1128,64,1128,43,1,5,"","hindu","female","Panda","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,12,12,44,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"65",1128,65,1128,32,1,1,"","muslim","female","Iikhan","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,27,27,33,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"66",1128,66,1128,45,1,3,"","hindu","male","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,20,20,46,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"67",1128,67,1128,33,1,0,"","hindu","male","Silva","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,43,43,34,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"68",1128,68,1128,24,1,0,"","other","female","Carmeno","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,44,44,25,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"69",1128,69,1128,44,1,2,"","hindu","female","Prasad","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,22,22,45,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"70",1128,70,1128,40,1,75,"","hindu","male","Reddy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,1,1,41,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"71",1128,71,1128,41,1,3,"","hindu","male","Kodak","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,21,21,42,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"72",1128,72,1128,42,1,4,"","hindu","male","Verma","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,14,14,43,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"73",1128,73,1128,2,1,4,"","hindu","male","Tripathy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,15,15,3,1.06666666666667,0.516397779494322,-0.129099444873581,0,0.555963977210072,0.5,3
"74",1128,74,1128,3,1,66,"","hindu","male","Sharma","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,2,2,4,1.06666666666667,0.516397779494322,-0.129099444873581,0,0.555963977210072,0.5,3
"75",1128,75,1128,4,1,1,"","hindu","female","Panigharghi","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,28,28,5,1.06666666666667,0.516397779494322,-0.129099444873581,0,0.555963977210072,0.5,3
"76",1128,76,1128,5,1,2,"","hindu","female","Banidutta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,23,23,6,1.06666666666667,0.516397779494322,-0.129099444873581,0,0.555963977210072,0.5,3
"77",1128,77,1128,46,1,4,"","hindu","female","Burba","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,16,16,47,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"78",1128,78,1128,34,1,0,"","other","male","Alex","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,45,45,35,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"79",1128,79,1128,35,1,0,"","hindu","male","Das","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,46,46,36,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"80",1128,80,1128,36,1,0,"","hindu","male","Chuluuntulga","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,47,47,37,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"81",1128,81,1128,37,1,25,"","hindu","female","Gupta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,4,4,38,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"82",1128,82,1128,25,1,1,"","other","female","John","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,29,29,26,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"83",1128,83,1128,26,1,1,"","hindu","female","Kiran","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,30,30,27,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"84",1128,84,1128,27,1,1,"","hindu","female","Sahu","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,31,31,28,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"85",1128,85,1128,28,1,1,"","hindu","female","Kumar","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,32,32,29,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"86",1128,86,1128,55,1,0,"","hindu","male","Makera","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,48,48,56,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"87",1128,87,1128,56,1,0,"","hindu","male","Bayain","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,49,49,57,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"88",1128,88,1128,57,1,0,"","hindu","female","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,50,50,58,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"89",1128,89,1128,58,1,0,"","hindu","female","Negi","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,51,51,59,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"90",1128,90,1128,59,1,1,"","other","male","Damania","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,33,33,60,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"91",1128,91,1128,47,1,1,"","hindu","male","Kar","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,34,34,48,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"92",1128,92,1128,48,1,1,"","hindu","female","Panda","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,35,35,49,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"93",1128,93,1128,49,1,1,"","hindu","male","Wattad","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,36,36,50,1.06666666666667,0.516397779494322,-0.129099444873581,4,0.555963977210072,0.5,3
"94",1128,94,1128,50,1,45,"","hindu","male","Kar","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,3,3,51,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"95",1128,95,1128,38,1,13,"","hindu","male","Nath","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,9,9,39,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"96",1128,96,1128,39,1,16,"","hindu","male","Raj","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,8,8,40,1.06666666666667,0.516397779494322,-0.129099444873581,3,0.555963977210072,0.5,3
"97",1128,97,1128,0,1,6,"","hindu","male","Krishnaanand","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,11,11,1,1.06666666666667,0.516397779494322,-0.129099444873581,0,0.555963977210072,0.5,3
"98",1128,98,1128,1,1,0,"","hindu","male","Matta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,52,52,2,1.06666666666667,0.516397779494322,-0.129099444873581,0,0.555963977210072,0.5,3
"99",1128,99,1128,54,1,0,"","hindu","male","Prasad","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,53,53,55,1.06666666666667,0.516397779494322,-0.129099444873581,5,0.555963977210072,0.5,3
"100",1128,100,1128,14,1,1,"","hindu","male","Wajiyaya","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,37,37,15,1.06666666666667,0.516397779494322,-0.129099444873581,1,0.555963977210072,0.5,3
"101",1128,101,1128,15,1,22,"","other","male","Bains","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,7,7,16,1.06666666666667,0.516397779494322,-0.129099444873581,1,0.555963977210072,0.5,3
"102",1128,102,1128,16,1,2,"","hindu","male","Gona","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,24,24,17,1.06666666666667,0.516397779494322,-0.129099444873581,1,0.555963977210072,0.5,3
"103",1128,103,1128,17,1,23,"","hindu","male","Padhi","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,6,6,18,1.06666666666667,0.516397779494322,-0.129099444873581,1,0.555963977210072,0.5,3
"104",1128,104,1128,19,1,0,"","hindu","female","Tabeck","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,54,54,20,1.06666666666667,0.516397779494322,-0.129099444873581,1,0.555963977210072,0.5,3
"105",1128,105,1128,20,1,1,"","hindu","male","Soreng","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,38,38,21,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
"106",1128,106,1128,21,1,4,"","hindu","male","Singla","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,17,17,22,1.06666666666667,0.516397779494322,-0.129099444873581,2,0.555963977210072,0.5,3
