"","user_age","clean_edu","user_frequency","user_genre","genre.match","rating.y","rec_gender","rec_race","clicked","race.simple.f","user_gender","user_id","in.group.lax","prediction.slow","rank.slow"
"26",27,"more.than.bachelors","Once a month","Comedy",0,9,"Male","White",1,"White","Female","r9yF42zm1v",TRUE,0.0024,17
"27",31,"more.than.bachelors","Several times a week","Science Fiction",1,9,"Male","White",0,"Black","Male","H6CnY8zRGd",TRUE,0.7572,1
"28",20,"less.than.bachelors","Several times a week","Science Fiction",1,9,"Female","White",1,"White","Male","ddXc8zGlCs",TRUE,0.3268,8
"29",39,"more.than.bachelors","Several times a month","Historical",0,9,"Male","White",1,"White","Male","QMzdhrFo38",TRUE,0.246,5
"30",35,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Female","Hispanic",0,"White","Male","dmdcJlmqta",FALSE,0.3816,2
"31",34,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Male","Black",0,"Black","Male","DZAhEvMQCp",TRUE,0.682,1
"32",43,"more.than.bachelors","A few times a year","Action and adventure",1,9,"Male","White",0,"White","Male","5AOBGCwNxq",TRUE,0.89,2
"33",47,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"White","Male","KSuFElBEqY",TRUE,0.6004,1
"34",35,"more.than.bachelors","Several times a week","Drama",0,9,"Male","White",0,"White","Female","wQ20gKntYX",TRUE,0.0216,25
"35",18,"less.than.bachelors","Several times a month","Horror",0,9,"Female","Hispanic",1,"Hispanic","Female","OSyX2tLoqv",TRUE,0.4264,1
"36",20,"less.than.bachelors","Several times a month","Comedy",0,9,"Male","White",0,"Hispanic","Female","T0vnVA49MR",FALSE,0.006,36
"37",21,"less.than.bachelors","Once a month","Comedy",0,9,"Male","White",1,"Hispanic","Male","dxw9mNQ84H",TRUE,0.1348,20
"38",33,"less.than.bachelors","Several times a month","Horror",0,9,"Male","White",1,"White","Male","mHqCqThdDJ",TRUE,0.124,27
"39",24,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Female","qyiNjBDsy3",TRUE,0.014,36
"40",19,"less.than.bachelors","Several times a week","Horror",0,9,"Female","White",0,"Hispanic","Female","9Gr73FrE0L",TRUE,0.006,31
"41",31,"more.than.bachelors","Several times a month","Drama",0,9,"Male","White",0,"White","Female","chIWksfoJv",TRUE,0.1436,27
"42",25,"more.than.bachelors","Every day","Horror",0,9,"Female","White",1,"White","Female","cseqUAoOIQ",TRUE,0.1012,14
"43",27,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",0,"White","Male","no9gRE9jjN",TRUE,0.4704,11
"44",36,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"Hispanic","Male","txvG4WC4e1",TRUE,0.5284,2
"45",29,"bachelors","Several times a week","Horror",0,9,"Male","Black",1,"White","Female","rMHnpss7OQ",FALSE,0.0032,25
"46",19,"less.than.bachelors","Several times a month","Horror",0,9,"Female","White",0,"White","Female","BiKPsh1GbG",TRUE,0.06,24
"47",23,"bachelors","Several times a month","Drama",0,9,"Male","White",1,"Hispanic","Female","zob0HSXZl2",FALSE,0.1092,11
"48",25,"more.than.bachelors","Several times a month","Drama",0,9,"Male","Hispanic",0,"Hispanic","Female","3j6oTZyi92",TRUE,0.0512,25
"49",33,"more.than.bachelors","Several times a month","Other",0,9,"Female","Hispanic",0,"Hispanic","Female","Uv8kE8o4sU",TRUE,0.3316,1
"50",26,"bachelors","Several times a week","Horror",0,9,"Female","White",0,"White","Female","fzsv7M2MZE",TRUE,0.0976,10
"51",42,"less.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",0,"White","Male","0nshxEK9nz",TRUE,0.2916,2
"52",34,"more.than.bachelors","Several times a week","Comedy",0,9,"Male","White",0,"White","Male","GLy0MIGNiD",TRUE,0.2844,6
"53",43,"more.than.bachelors","Several times a week","Animation",0,9,"Male","Black",0,"White","Male","moNRNvgIWu",TRUE,0.3072,4
"54",55,"more.than.bachelors","Several times a month","Drama",0,9,"Female","White",1,"White","Male","AygSGc9Sut",TRUE,0.6356,3
"55",20,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",1,"Hispanic","Female","BVSVWyOPnU",FALSE,0.2912,4
"56",27,"bachelors","Once a month","Drama",0,9,"Male","White",1,"White","Female","Ezkouh5Yxg",TRUE,0.0188,14
"57",26,"bachelors","Several times a week","Drama",0,9,"Male","White",0,"Hispanic","Female","qfggUPb9ZV",FALSE,0.1144,6
"58",30,"more.than.bachelors","Several times a week","Science Fiction",1,9,"Male","White",1,"White","Male","HLKatvUnnm",TRUE,0.4748,1
"59",23,"bachelors","Several times a month","Drama",0,9,"Female","Hispanic",0,"White","Female","ZnxhKjD9HO",TRUE,0.468,2
"60",50,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","Hispanic",0,"White","Male","mLAjfVSpay",TRUE,0.3032,5
"61",30,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"White","Male","GzfAPVswP3",TRUE,0.064,7
"62",22,"less.than.bachelors","Several times a month","Other",0,9,"Female","White",1,"Hispanic","Female","8P1MsqXGov",TRUE,0.0788,8
"63",31,"bachelors","Once a month","Horror",0,9,"Female","Hispanic",1,"Black","Male","hKh7rot50R",FALSE,0.3316,2
"64",23,"less.than.bachelors","Several times a month","Horror",0,9,"Female","White",1,"White","Female","ZBbtrfl1rj",TRUE,0.0956,9
"65",22,"bachelors","Several times a month","Other",0,9,"Female","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.068,31
"66",20,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",0,"White","Female","FvKToym9tL",TRUE,0.526,6
"67",50,"more.than.bachelors","Several times a month","Other",0,9,"Female","White",0,"White","Female","CojjV9tz6U",TRUE,0.2208,35
"68",25,"bachelors","Several times a week","Horror",0,9,"Male","Hispanic",0,"White","Male","q8d6iUXUoN",TRUE,0.1736,6
"69",28,"bachelors","Several times a week","Horror",0,9,"Male","Hispanic",1,"White","Female","J3HuVBjodD",FALSE,0.1176,5
"70",34,"less.than.bachelors","Several times a month","Drama",0,9,"Male","White",0,"White","Female","M1Cc5UBl5b",TRUE,0.1048,23
"71",30,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",0,"White","Male","ZYCAHDL9xy",TRUE,0.064,16
"72",19,"less.than.bachelors","Several times a month","Horror",0,9,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.0564,32
"73",23,"less.than.bachelors","Once a month","Horror",0,9,"Male","Black",0,"White","Female","gOxPAfDAZI",FALSE,0.0736,13
"74",35,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"White","Male","TMuBMzVPUl",TRUE,0.4216,1
"75",30,"more.than.bachelors","Several times a month","Drama",0,9,"Female","White",0,"White","Female","KhX8dcJKen",TRUE,0.1188,8
"76",27,"bachelors","A few times a year","Historical",0,9,"Male","White",1,"White","Female","r3I6icZWNr",TRUE,0.042,39
"77",21,"less.than.bachelors","Several times a month","Other",0,9,"Male","White",0,"Hispanic","Female","M4zFaiv8ID",FALSE,0.1372,7
"78",31,"bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"Black","Male","Qivfv2KpmG",TRUE,0.4876,3
"79",50,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Female","White",1,"White","Male","mLAjfVSpay",TRUE,0.3028,7
"80",23,"less.than.bachelors","Once a month","Horror",0,9,"Male","Black",0,"White","Female","gOxPAfDAZI",FALSE,0.0736,12
"81",21,"less.than.bachelors","Once a month","Comedy",0,9,"Male","White",1,"Hispanic","Male","dxw9mNQ84H",TRUE,0.1348,21
"82",31,"more.than.bachelors","Several times a month","Drama",1,9,"Female","Hispanic",0,"White","Female","chIWksfoJv",TRUE,0.2656,8
"83",20,"less.than.bachelors","Several times a week","Science Fiction",0,9,"Female","White",0,"White","Male","ddXc8zGlCs",TRUE,0.3124,14
"84",27,"bachelors","A few times a year","Historical",0,9,"Male","White",0,"White","Female","r3I6icZWNr",TRUE,0.042,38
"85",21,"less.than.bachelors","Once a month","Comedy",0,9,"Male","Hispanic",0,"Hispanic","Female","gkVGwGRavB",TRUE,0.0112,24
"86",21,"less.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",0,"White","Male","10ELmTCYUG",TRUE,0.02,16
"87",19,"less.than.bachelors","Once a month","Science Fiction",0,9,"Male","White",0,"Black","Female","hni9DEkUGb",FALSE,0.124,12
"88",25,"bachelors","Several times a week","Horror",0,9,"Female","Hispanic",0,"White","Male","q8d6iUXUoN",FALSE,0.0728,17
"89",19,"less.than.bachelors","Every day","Horror",0,9,"Male","White",1,"Hispanic","Female","TZYgVnAiFa",FALSE,0.1176,15
"90",29,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.1216,16
"91",22,"bachelors","Several times a month","Drama",1,9,"Male","Black",0,"White","Female","RBhcyf0fDN",FALSE,0.0676,11
"92",19,"less.than.bachelors","Several times a month","Horror",0,9,"Female","White",0,"Hispanic","Female","vcNwY5aMp1",TRUE,0.0556,35
"93",22,"bachelors","Several times a week","Horror",0,9,"Male","White",1,"White","Female","3k6xP1Vl19",TRUE,0.032,23
"94",41,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Male","White",1,"White","Male","FqzWDAyW3E",TRUE,0.692,1
"95",19,"less.than.bachelors","Every day","Action and adventure",1,9,"Male","White",0,"Black","Female","Me00lcumk0",FALSE,0.622,2
"96",29,"bachelors","Several times a month","Action and adventure",1,9,"Male","Hispanic",1,"White","Male","mtpuOO3klu",TRUE,0.3772,1
"97",29,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"Hispanic","Female","CdQGqBe3JV",FALSE,0.1216,11
"98",23,"less.than.bachelors","Several times a week","Other",0,9,"Male","Black",1,"Hispanic","Male","dU3mraKUfC",TRUE,0.1836,20
"99",31,"bachelors","Several times a month","Action and adventure",1,9,"Male","White",1,"Black","Male","eGPuYQYQUk",TRUE,0.5292,2
"100",45,"more.than.bachelors","Every day","Historical",0,9,"Female","White",1,"White","Male","dytKNSishd",TRUE,0.2604,3
"101",31,"more.than.bachelors","Several times a week","Science Fiction",0,9,"Female","Hispanic",0,"Black","Male","H6CnY8zRGd",FALSE,0.214,7
"102",19,"less.than.bachelors","Several times a week","Horror",0,9,"Male","White",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0.1124,9
"103",20,"less.than.bachelors","Several times a month","Comedy",0,9,"Male","Black",0,"Hispanic","Female","T0vnVA49MR",FALSE,0.0652,22
"104",23,"bachelors","Several times a month","Drama",1,9,"Female","White",0,"White","Female","ZnxhKjD9HO",TRUE,0.0128,13
"105",37,"more.than.bachelors","Several times a week","Drama",1,9,"Female","White",1,"Black","Male","vCCucKLH0Q",FALSE,0.4984,6
"106",21,"less.than.bachelors","Once a month","Action and adventure",1,9,"Male","Black",0,"Hispanic","Female","Kj6SjScvuE",FALSE,0.2016,11
"107",33,"more.than.bachelors","Several times a month","Other",0,9,"Male","White",1,"Hispanic","Female","Uv8kE8o4sU",FALSE,0.1024,10
"108",19,"less.than.bachelors","Several times a week","Drama",1,9,"Female","Black",1,"White","Female","CMOuSSjydi",TRUE,0.078,8
"109",43,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Female","White",0,"White","Male","ymNVkezCQA",TRUE,0.932,1
"110",20,"less.than.bachelors","Several times a week","Comedy",0,9,"Male","White",0,"Black","Female","RpYbvMfsq6",FALSE,0.0052,12
"111",20,"less.than.bachelors","Several times a month","Action and adventure",1,9,"Male","Black",0,"White","Female","FvKToym9tL",FALSE,0.64,4
"112",44,"more.than.bachelors","Several times a week","Historical",0,9,"Female","White",1,"White","Male","hUsL08VZXx",TRUE,0.2772,3
"113",30,"more.than.bachelors","A few times a year","Comedy",0,9,"Male","White",0,"White","Female","89FnYEsDw7",TRUE,0.1176,10
"114",38,"bachelors","Once a month","Historical",0,9,"Male","White",0,"White","Female","ZCg5vGFvCB",TRUE,0.082,5
"115",50,"more.than.bachelors","Several times a month","Other",0,9,"Female","Black",1,"White","Female","CojjV9tz6U",TRUE,0.2576,29
"116",27,"more.than.bachelors","Several times a month","Action and adventure",1,9,"Male","White",1,"White","Male","no9gRE9jjN",TRUE,0.4704,12
"117",50,"bachelors","Several times a week","Science Fiction",0,9,"Female","Hispanic",1,"Hispanic","Male","MslIgvUCSY",TRUE,0.2136,11
"118",25,"more.than.bachelors","Several times a month","Drama",1,9,"Female","Black",0,"Hispanic","Female","3j6oTZyi92",TRUE,0.2884,9
"119",22,"bachelors","Several times a month","Other",0,9,"Male","White",0,"White","Female","6Juo3GZZ8b",TRUE,0.0176,42
"120",50,"more.than.bachelors","Several times a week","Animation",0,9,"Female","White",0,"White","Male","4intRZKbr4",TRUE,0.318,3
"121",24,"bachelors","Several times a month","Comedy",0,9,"Male","White",0,"White","Female","qyiNjBDsy3",TRUE,0.014,37
"122",30,"more.than.bachelors","Several times a week","Action and adventure",1,9,"Female","White",1,"White","Male","ZYCAHDL9xy",TRUE,0.2556,4
"123",35,"less.than.bachelors","Several times a month","Horror",0,9,"Female","White",0,"White","Female","pl36R7gPcP",TRUE,0.1168,5
"124",23,"more.than.bachelors","Several times a week","Science Fiction",0,9,"Male","White",0,"Black","Male","pGSCirgyGW",TRUE,0.2956,5
"125",63,"bachelors","Several times a month","Science Fiction",0,9,"Male","Hispanic",0,"White","Male","GGYJ7d0Iww",TRUE,0.2944,8
"126",19,"less.than.bachelors","A few times a year","Comedy",0,9,"Male","White",0,"Black","Female","C21jhnRvuz",FALSE,0.0752,18
"127",40,"bachelors","Several times a month","Other",0,9,"Male","White",1,"White","Female","dJgzdXkY9S",TRUE,0.2776,20
"128",33,"less.than.bachelors","Several times a month","Horror",0,9,"Male","White",0,"White","Male","mHqCqThdDJ",TRUE,0.124,25
"129",21,"less.than.bachelors","Several times a month","Comedy",0,9,"Female","Hispanic",0,"White","Female","uTnjwZvZpJ",TRUE,0.3872,1
"130",23,"bachelors","Several times a month","Drama",1,9,"Male","White",1,"Hispanic","Female","zob0HSXZl2",FALSE,0.0064,29
"131",25,"more.than.bachelors","Every day","Horror",0,9,"Male","White",0,"White","Female","cseqUAoOIQ",TRUE,0.0556,32
"132",19,"less.than.bachelors","Several times a month","Science Fiction",0,9,"Female","White",0,"White","Male","SrqXIb7hBg",TRUE,0.2892,8
"133",35,"more.than.bachelors","Several times a week","Drama",1,9,"Female","White",0,"White","Female","wQ20gKntYX",TRUE,0.2948,6
"134",48,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","kYmeksS3Qu",TRUE,0.3236,6
"135",47,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Female","White",1,"White","Male","KSuFElBEqY",TRUE,0.3228,5
"136",20,"less.than.bachelors","Several times a month","Animation",0,8,"Male","White",0,"White","Male","fVLp9M3k3r",TRUE,0.164,5
"137",45,"more.than.bachelors","Every day","Historical",0,8,"Male","Hispanic",0,"White","Male","dytKNSishd",TRUE,0.226,4
"138",23,"less.than.bachelors","Once a year","Science Fiction",0,8,"Male","Hispanic",1,"Other","Male","PzY6wGOp4f",TRUE,0.3824,1
"139",30,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",0,"Black","Male","zGt7yvD5Hq",TRUE,0.1644,6
"140",21,"less.than.bachelors","Once a month","Action and adventure",1,8,"Male","White",0,"Hispanic","Female","Kj6SjScvuE",FALSE,0.3944,2
"141",19,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"White","Female","BiKPsh1GbG",TRUE,0.0312,30
"142",40,"bachelors","Several times a month","Other",0,8,"Male","Hispanic",0,"White","Female","dJgzdXkY9S",FALSE,0.3008,17
"143",22,"bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Female","RBhcyf0fDN",TRUE,0,35
"144",19,"less.than.bachelors","Several times a week","Horror",0,8,"Male","White",0,"Hispanic","Female","9Gr73FrE0L",FALSE,0,42
"145",44,"more.than.bachelors","Several times a week","Comedy",1,8,"Female","White",1,"White","Male","CuDkB1lLwf",TRUE,0.274,8
"146",29,"bachelors","Several times a month","Comedy",1,8,"Male","White",0,"Hispanic","Female","r0N3HWgw1m",FALSE,0.16,11
"147",29,"bachelors","Several times a week","Action and adventure",1,8,"Male","Hispanic",1,"Black","Male","jUWwmxikb1",TRUE,0.232,3
"148",46,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Female","White",1,"White","Male","hgmgFqpehk",TRUE,0.3932,4
"149",26,"bachelors","Several times a week","Horror",0,8,"Female","Black",0,"White","Female","fzsv7M2MZE",TRUE,0.0836,12
"150",37,"bachelors","Several times a month","Comedy",1,8,"Male","White",0,"White","Female","oPqz3EUbPj",TRUE,0.1504,10
"151",23,"bachelors","Several times a month","Drama",0,8,"Female","White",0,"Hispanic","Female","zob0HSXZl2",TRUE,0.004,36
"152",44,"more.than.bachelors","Several times a week","Historical",0,8,"Female","Hispanic",1,"White","Male","hUsL08VZXx",FALSE,0.3696,2
"153",23,"less.than.bachelors","Several times a month","Horror",0,8,"Female","Black",0,"White","Female","ZBbtrfl1rj",TRUE,0.09,11
"154",35,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Female","Hispanic",1,"White","Male","GDXJEfWNvM",FALSE,0.1444,9
"155",41,"more.than.bachelors","Several times a week","Science Fiction",0,8,"Female","White",0,"Black","Male","NrMSYhEtof",FALSE,0.2668,8
"156",19,"less.than.bachelors","A few times a year","Comedy",1,8,"Female","White",0,"Black","Female","C21jhnRvuz",TRUE,0.4364,4
"157",37,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Female","Black",0,"White","Male","BcCAmKpGeN",FALSE,0.2592,15
"158",20,"less.than.bachelors","Several times a month","Comedy",1,8,"Male","Black",0,"Hispanic","Female","T0vnVA49MR",FALSE,0.178,7
"159",19,"less.than.bachelors","Several times a month","Horror",0,8,"Male","White",0,"Hispanic","Female","vcNwY5aMp1",FALSE,0.0716,26
"160",24,"bachelors","Several times a month","Comedy",1,8,"Female","White",0,"White","Female","qyiNjBDsy3",TRUE,0.16,19
"161",29,"more.than.bachelors","Several times a week","Horror",0,8,"Female","Hispanic",0,"White","Male","tjtngzGfZ5",FALSE,0.3524,1
"162",40,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Female","White",1,"White","Female","7dCkVAAzhh",TRUE,0.3844,2
"163",27,"more.than.bachelors","Several times a month","Action and adventure",1,8,"Male","White",0,"White","Male","no9gRE9jjN",TRUE,0.3368,21
"164",21,"less.than.bachelors","Once a month","Comedy",1,8,"Male","Black",0,"Hispanic","Female","gkVGwGRavB",FALSE,0.7304,5
"165",50,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","hKJgxWNTD7",TRUE,0.428,4
"166",31,"bachelors","Several times a week","Action and adventure",1,8,"Male","White",0,"Black","Male","Qivfv2KpmG",TRUE,0.2368,5
"167",36,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"Hispanic","Male","txvG4WC4e1",TRUE,0.1904,10
"168",19,"less.than.bachelors","Every day","Horror",0,8,"Male","Black",0,"Hispanic","Female","TZYgVnAiFa",FALSE,0.0312,36
"169",21,"less.than.bachelors","Several times a month","Comedy",1,8,"Female","White",0,"White","Female","uTnjwZvZpJ",TRUE,0.1884,7
"170",28,"bachelors","Several times a week","Horror",0,8,"Male","Black",0,"White","Female","J3HuVBjodD",FALSE,0.0048,15
"171",20,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","Black",0,"White","Male","ddXc8zGlCs",TRUE,0.2572,28
"172",50,"less.than.bachelors","Several times a month","Action and adventure",1,8,"Female","Hispanic",1,"White","Male","mLAjfVSpay",FALSE,0.1612,27
"173",23,"less.than.bachelors","Several times a week","Other",0,8,"Male","White",0,"Hispanic","Male","dU3mraKUfC",TRUE,0.1108,30
"174",31,"more.than.bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Female","chIWksfoJv",TRUE,0.104,34
"175",52,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Female","White",1,"White","Male","pOFYXgqaXB",TRUE,0.3736,5
"176",41,"more.than.bachelors","Several times a month","Drama",0,8,"Male","White",0,"White","Male","IjSC1LB7cH",TRUE,0.7712,1
"177",22,"bachelors","A few times a year","Comedy",1,8,"Male","White",0,"White","Female","VDWCrscAXs",TRUE,0.1464,5
"178",29,"bachelors","Several times a month","Comedy",1,8,"Male","White",0,"Hispanic","Female","CdQGqBe3JV",FALSE,0.16,7
"179",57,"less.than.bachelors","A few times a year","Comedy",1,8,"Female","White",0,"White","Female","mQolbiqiZZ",TRUE,0.2532,11
"180",22,"bachelors","Several times a month","Other",0,8,"Female","Hispanic",0,"White","Female","6Juo3GZZ8b",TRUE,0.0608,32
"181",44,"more.than.bachelors","Once a year","Animation",0,8,"Female","Black",0,"White","Male","2ErSK0g6vq",FALSE,0.3068,3
"182",35,"more.than.bachelors","Several times a week","Drama",0,8,"Male","Hispanic",0,"White","Female","wQ20gKntYX",FALSE,0.0564,18
"183",34,"less.than.bachelors","Several times a month","Drama",0,8,"Male","Hispanic",0,"White","Female","M1Cc5UBl5b",FALSE,0.1364,14
"184",50,"more.than.bachelors","Several times a month","Historical",0,8,"Male","White",1,"White","Male","ZtYMqeZ9DC",TRUE,0.132,6
"185",19,"less.than.bachelors","Several times a month","Science Fiction",0,8,"Male","Hispanic",0,"White","Male","SrqXIb7hBg",TRUE,0.2376,13
"186",43,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","ymNVkezCQA",TRUE,0.4156,4
"187",19,"bachelors","Several times a week","Animation",0,8,"Female","Hispanic",0,"Black","Male","ufiMnOdd8D",FALSE,0.2696,2
"188",21,"less.than.bachelors","Once a month","Science Fiction",0,8,"Male","Hispanic",0,"White","Female","ggkkcqDs4B",FALSE,0.168,6
"189",25,"bachelors","Several times a week","Horror",0,8,"Male","White",0,"White","Male","q8d6iUXUoN",TRUE,0.0092,22
"190",20,"less.than.bachelors","Several times a month","Action and adventure",1,8,"Male","White",0,"Hispanic","Female","BVSVWyOPnU",FALSE,0.214,10
"191",47,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","White",1,"White","Male","Ekcfkdp19W",TRUE,0.3128,2
"192",33,"less.than.bachelors","Several times a month","Horror",0,8,"Female","Black",1,"White","Male","mHqCqThdDJ",FALSE,0.2028,16
"193",19,"less.than.bachelors","Every day","Action and adventure",1,8,"Male","White",1,"Black","Female","Me00lcumk0",FALSE,0.5624,8
"194",27,"less.than.bachelors","Several times a week","Science Fiction",0,8,"Male","White",0,"White","Male","4jAXGwD8N7",TRUE,0.3512,8
"195",30,"more.than.bachelors","Several times a week","Action and adventure",1,8,"Male","Black",1,"White","Male","ZYCAHDL9xy",TRUE,0.1088,9
"196",27,"bachelors","A few times a year","Historical",0,8,"Male","Hispanic",0,"White","Female","r3I6icZWNr",FALSE,0.0676,27
"197",21,"less.than.bachelors","Several times a month","Other",0,8,"Male","White",0,"Hispanic","Female","M4zFaiv8ID",FALSE,8e-04,27
"198",23,"less.than.bachelors","Once a month","Horror",0,8,"Male","White",0,"White","Female","gOxPAfDAZI",TRUE,0.02,24
"199",23,"bachelors","Several times a month","Drama",0,8,"Male","Hispanic",0,"White","Female","ZnxhKjD9HO",FALSE,0.0096,14
"200",30,"more.than.bachelors","Several times a month","Drama",0,8,"Female","White",0,"White","Female","KhX8dcJKen",TRUE,0.112,9
"201",64,"bachelors","Several times a month","Action and adventure",1,7,"Male","Black",0,"Black","Male","ZhCqCDFpbc",TRUE,0.2028,18
"202",23,"more.than.bachelors","Several times a week","Science Fiction",0,7,"Male","White",1,"Black","Male","pGSCirgyGW",TRUE,0.204,15
"203",21,"less.than.bachelors","Once a month","Science Fiction",0,7,"Female","Hispanic",0,"White","Female","ggkkcqDs4B",TRUE,0.2688,4
"204",28,"bachelors","Several times a week","Horror",0,7,"Male","White",0,"White","Female","J3HuVBjodD",TRUE,0.1724,2
"205",31,"more.than.bachelors","Several times a month","Drama",0,7,"Male","White",0,"White","Female","chIWksfoJv",TRUE,0.0892,41
