"","participant_id","source","RA_id","date","study_start","study_end","subject_race_RA","subject_gender_RA","total_friends","Notes","manual_diag.x","study_about","recent.order","react","comment","post_tenure","tenure_units","human","poster.recent.race","poster.recent.gender","manual_diag.y","notes","race.in.group","gender.in.group"
"11","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",4,1,0,6,"Hours",1,"white","male","",NA,FALSE,FALSE
"12","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",5,1,0,13,"Hours",0,"other","","",NA,FALSE,FALSE
"13","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",6,0,1,1,"Days",0,"other","","",NA,FALSE,FALSE
"14","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",7,1,0,1,"Days",1,"asian","female","",NA,TRUE,TRUE
"15","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",8,1,0,3,"Days",1,"white","female","",NA,FALSE,TRUE
"16","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",9,1,0,4,"Days",1,"asian","female","",NA,TRUE,TRUE
"17","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",10,0,1,5,"Days",1,"white","female","",NA,FALSE,TRUE
"18","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",2,0,1,4,"Hours",1,"white","female","",NA,FALSE,TRUE
"19","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",3,0,1,4,"Hours",1,"white","female","",NA,FALSE,TRUE
"20","1744","CDR 4","JM","10/28","2:02","2:23","asian","female",2043,"",0,"How much political stuff we see on our feed. ",1,1,0,2,"Hours",1,"white","female","",NA,FALSE,TRUE
"21","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",1,1,0,NA,"",1,"white","female","Oct 31",NA,TRUE,TRUE
"22","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",2,0,1,NA,"",1,"white","male","Oct 31",NA,TRUE,FALSE
"23","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",3,1,0,NA,"",1,"white","female","Oct 30",NA,TRUE,TRUE
"24","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",4,1,0,NA,"",1,"white","female","Oct 30",NA,TRUE,TRUE
"25","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",5,0,1,NA,"",1,"white","female","Oct 25",NA,TRUE,TRUE
"26","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",6,1,0,NA,"",1,"white","female","Oct 22",NA,TRUE,TRUE
"27","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",7,1,0,NA,"",0,"other","","Oct 21",NA,FALSE,FALSE
"28","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",8,1,0,NA,"",0,"other","","Oct 21",NA,FALSE,FALSE
"29","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",9,1,0,NA,"",1,"white","female","Oct 20",NA,TRUE,TRUE
"30","1755","CDR 4","JM","11/7","11:05","11:28","white","female",944,"Unable to finish news feed portion ",0,"Trying to find a coorelation between how often someone engages in their feed and how the feed is currated. ",10,1,0,NA,"",1,"white","female","Oct 20",NA,TRUE,TRUE
"31","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,1,1,0,2,"days",1,"asian","male","",0,TRUE,TRUE
"32","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,2,1,0,2,"days",1,"asian","male","",0,TRUE,TRUE
"33","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,3,1,0,2,"days",1,"black or african american","male","",0,FALSE,TRUE
"34","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,4,1,0,1,"days",1,"asian","male","",0,TRUE,TRUE
"35","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,5,0,1,2,"days",1,"asian","male","",0,TRUE,TRUE
"36","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,6,0,1,2,"days",1,"asian","male","",0,TRUE,TRUE
"37","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,7,1,0,1,"days",1,"asian","male","",0,TRUE,TRUE
"38","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,8,1,0,2,"days",1,"asian","female","",0,TRUE,FALSE
"39","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,9,1,0,1,"days",1,"asian","male","",0,TRUE,TRUE
"40","1937","CDR 2","AJ","7/24","13:30","14:05","asian","male",450,"",0,NA,10,1,0,3,"days",1,"white","male","",0,FALSE,TRUE
"41","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,1,0,1,2,"Days",1,"white","female","",0,TRUE,TRUE
"42","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,2,1,0,2,"Days",1,"white","female","",0,TRUE,TRUE
"43","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,3,0,1,9,"Days",1,"white","female","",0,TRUE,TRUE
"44","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,4,1,0,9,"Days",1,"white","female","",0,TRUE,TRUE
"45","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,5,0,1,26,"Days",1,"white","female","",0,TRUE,TRUE
"46","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,6,1,0,26,"Days",1,"white","female","",0,TRUE,TRUE
"47","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,7,0,1,27,"Days",1,"white","female","",0,TRUE,TRUE
"48","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,8,0,1,27,"Days",1,"white","female","",0,TRUE,TRUE
"49","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,9,1,0,36,"Days",1,"white","female","",0,TRUE,TRUE
"50","1989","CDR 2","NH","7/28","11:00","11:19","white","female",279,"",0,NA,10,1,0,36,"Days",1,"white","female","",0,TRUE,TRUE
"51","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,1,1,0,1,"days",1,"white","female","",0,TRUE,TRUE
"52","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,2,1,0,7,"days",1,"white","female","her own post",0,TRUE,TRUE
"53","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,3,1,0,6,"days",1,"white","female","",0,TRUE,TRUE
"54","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,4,1,0,6,"days",1,"white","female","",0,TRUE,TRUE
"55","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,5,1,0,11,"days",1,"white","male","",0,TRUE,FALSE
"56","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,6,1,0,14,"days",1,"white","female","",0,TRUE,TRUE
"57","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,7,1,0,15,"Days",1,"white","female","",0,TRUE,TRUE
"58","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,8,1,0,17,"days",0,"other","","",0,FALSE,FALSE
"59","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,9,1,0,17,"days",1,"white","female","",0,TRUE,TRUE
"60","2138","CDR 2","AJ","8/27","15:02","15:50","white","female",457,"",0,NA,10,1,0,18,"days",1,"white","female","",0,TRUE,TRUE
"61","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,1,0,1,10,"Days",1,"asian","female","",1,TRUE,FALSE
"62","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,2,0,1,10,"Days",1,"asian","female","",1,TRUE,FALSE
"63","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,3,1,0,9,"Days",1,"asian","female","",1,TRUE,FALSE
"64","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,4,1,0,11,"Days",1,"asian","male","",1,TRUE,TRUE
"65","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,5,0,1,1,"Days",1,"asian","male","",1,TRUE,TRUE
"66","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,6,1,0,15,"Days",1,"asian","female","",1,TRUE,FALSE
"67","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,7,0,1,13,"Days",1,"asian","female","",1,TRUE,FALSE
"68","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,8,1,0,14,"Days",1,"asian","female","",1,TRUE,FALSE
"69","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,9,1,0,16,"Days",1,"asian","male","",1,TRUE,TRUE
"70","213899999","CDR 2","NH","7/24","1:28","1:50","asian","male",293,"",1,NA,10,1,0,19,"Days",1,"asian","male","",1,TRUE,TRUE
"71","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,1,1,0,3,"Days",1,"white","female","",0,TRUE,TRUE
"72","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,2,0,1,4,"Days",1,"white","female","",0,TRUE,TRUE
"73","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,3,1,0,4,"Days",0,"other","","",0,FALSE,FALSE
"74","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,4,1,0,4,"Days",0,"other","","",0,FALSE,FALSE
"75","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,5,1,0,5,"Days",1,"white","female","",0,TRUE,TRUE
"76","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,6,1,0,6,"Days",1,"asian","male","",0,FALSE,FALSE
"77","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,7,1,0,4,"Days",1,"hispanic","female","",0,FALSE,TRUE
"78","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,8,1,0,5,"Days",0,"other","","",0,FALSE,FALSE
"79","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,9,1,0,5,"Days",0,"other","","",0,FALSE,FALSE
"80","2177","CDR 2","NH","7/24","12:30","12:57","white","female",116,"",0,NA,10,1,0,6,"Days",0,"other","","",0,FALSE,FALSE
"81","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,1,1,1,2,"Days",1,"hispanic","female","",0,TRUE,TRUE
"82","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,2,1,0,2,"Days",1,"hispanic","male","",0,TRUE,FALSE
"83","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,3,1,0,2,"Days",1,"hispanic","female","",0,TRUE,TRUE
"84","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,4,1,0,4,"Days",0,"other","","",0,FALSE,FALSE
"85","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,5,1,0,5,"Days",1,"hispanic","female","",0,TRUE,TRUE
"86","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,6,1,0,6,"Days",1,"white","female","",0,FALSE,TRUE
"87","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,7,1,0,8,"Days",1,"hispanic","male","",0,TRUE,FALSE
"88","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,8,1,0,8,"Days",1,"hispanic","male","",0,TRUE,FALSE
"89","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,9,1,0,6,"Days",1,"hispanic","female","",0,TRUE,TRUE
"90","2207","CDR 2","TM","7/24","11:05","11:28","hispanic","female",300,"",0,NA,10,1,0,NA,"",0,"other","","Tenure - The original post was from over 99 days ago (December 2019)",0,FALSE,FALSE
"91","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",6,1,0,2,"Days",1,"white","female","",NA,TRUE,FALSE
"92","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",7,1,0,2,"Days",1,"white","female","",NA,TRUE,FALSE
"93","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",5,1,0,1,"Days",1,"white","female","",NA,TRUE,FALSE
"94","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",1,1,0,1,"Days",1,"white","female","",NA,TRUE,FALSE
"95","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",2,1,0,1,"Days",1,"white","female","",NA,TRUE,FALSE
"96","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",3,1,0,1,"Days",1,"white","female","",NA,TRUE,FALSE
"97","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",4,1,0,1,"Days",1,"white","female","",NA,TRUE,FALSE
"98","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",9,1,0,2,"Days",1,"white","female","",NA,TRUE,FALSE
"99","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",10,1,0,2,"Days",1,"white","female","",NA,TRUE,FALSE
"100","2268","CDR 4","JM","10/21","1:02","1:34","white","male",1081,"",0,"Seeing what pops up on your newsfeed and who you interact with. ",8,1,0,2,"Days",1,"white","female","",NA,TRUE,FALSE
"101","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,6,1,1,5,"Days",1,"white","female","",0,TRUE,TRUE
"102","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,5,1,0,4,"Days",1,"hispanic","female","",0,FALSE,TRUE
"103","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,10,1,0,5,"Days",1,"asian","female","",0,FALSE,TRUE
"104","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,7,1,0,5,"Days",1,"hispanic","male","",0,FALSE,FALSE
"105","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,8,1,0,5,"Days",1,"white","female","",0,TRUE,TRUE
"106","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,9,1,0,5,"Days",1,"white","male","",0,TRUE,FALSE
"107","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,1,1,0,1,"Days",0,"other","","",0,FALSE,FALSE
"108","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,2,1,0,1,"Days",1,"white","female","",0,TRUE,TRUE
"109","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,3,1,0,1,"Days",1,"white","female","",0,TRUE,TRUE
"110","2304","CDR 2","JM","7/23","1:35","2:04","white","female",970,"",0,NA,4,1,0,3,"Days",1,"hispanic","female","",0,FALSE,TRUE
"111","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",1,1,0,8,"Days",1,"asian","male","",NA,FALSE,FALSE
"112","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",2,1,0,8,"Days",1,"white","female","",NA,TRUE,TRUE
"113","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",3,1,0,8,"Days",1,"asian","male","",NA,FALSE,FALSE
"114","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",4,1,0,8,"Days",1,"asian","male","",NA,FALSE,FALSE
"115","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",5,1,0,16,"Days",1,"asian","male","",NA,FALSE,FALSE
"116","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",6,1,0,17,"Days",1,"hispanic","female","",NA,FALSE,TRUE
"117","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",7,1,0,18,"Days",1,"white","female","",NA,TRUE,TRUE
"118","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",8,1,0,23,"Days",1,"white","female","",NA,TRUE,TRUE
"119","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",9,1,0,23,"Days",1,"white","female","",NA,TRUE,TRUE
"120","2390","CDR 4","JM","10/28","3:02","3:23","white","female",649,"",0,"The amount of useless information facebook shows vs useful information. ",10,1,0,23,"Days",1,"white","female","",NA,TRUE,TRUE
"121","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,1,1,0,1,"Days",1,"hispanic","female","",0,TRUE,TRUE
"122","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,2,1,0,17,"Hours",1,"white","female","",0,FALSE,TRUE
"123","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,3,1,0,1,"Days",1,"white","female","",0,FALSE,TRUE
"124","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,4,1,0,3,"Days",1,"white","female","",0,FALSE,TRUE
"125","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,5,1,0,7,"Days",1,"white","female","",0,FALSE,TRUE
"126","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,6,1,0,4,"Days",1,"hispanic","female","",0,TRUE,TRUE
"127","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,7,1,0,5,"Days",1,"white","female","",0,FALSE,TRUE
"128","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,8,1,0,5,"Days",1,"white","female","",0,FALSE,TRUE
"129","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,9,1,0,4,"Days",1,"white","female","",0,FALSE,TRUE
"130","2454","CDR 2","TM","8/27","12:59","1:33","hispanic","female",579,"",0,NA,10,1,0,5,"Days",1,"white","female","",0,FALSE,TRUE
"131","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",1,1,0,17,"Hours",1,"black or african american","female","",NA,TRUE,TRUE
"132","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",2,1,0,16,"Hours",1,"black or african american","male","",NA,TRUE,FALSE
"133","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",3,0,1,4,"Days",1,"black or african american","female","",NA,TRUE,TRUE
"134","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",4,1,0,1,"Days",1,"white","female","",NA,FALSE,TRUE
"135","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",5,1,0,21,"Hours",1,"white","female","Person A",NA,FALSE,TRUE
"136","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",6,1,0,20,"Hours",1,"white","female","",NA,FALSE,TRUE
"137","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",7,1,1,8,"Hours",1,"white","male","",NA,FALSE,FALSE
"138","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",8,1,0,1,"Days",1,"white","female","",NA,FALSE,TRUE
"139","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",9,1,0,1,"Days",1,"hispanic","female","",NA,FALSE,TRUE
"140","2479","CDR 4","TM","10/20","2:01","2:30","black or african american","female",749,"",0,"How much facebook monitors what you do. I know like for ads, the cater them to what you click, and I feel  like they do that with people as well. One person came up a lot because I interact with them a lot on FB, so FB shows me the people I interact with a lot. I have friends who ask me if I've seen their posts and I haven't cuz it hadn't shown up. BB is always watching.",10,1,0,1,"Days",1,"black or african american","female","",NA,TRUE,TRUE
"141","2526","CDR 4","TM","10/28","12:56","1:25","hispanic","female",322,"",0,"I dont know, like maybe to see the correlation to how often someone reacts to something and how often something shows up on their feed. ",1,1,0,14,"Days",1,"white","female","",NA,FALSE,TRUE
"142","2526","CDR 4","TM","10/28","12:56","1:25","hispanic","female",322,"",0,"I dont know, like maybe to see the correlation to how often someone reacts to something and how often something shows up on their feed. ",2,1,0,16,"Days",0,"other","","",NA,FALSE,FALSE
"143","2526","CDR 4","TM","10/28","12:56","1:25","hispanic","female",322,"",0,"I dont know, like maybe to see the correlation to how often someone reacts to something and how often something shows up on their feed. ",3,1,0,18,"Days",1,"white","male","",NA,FALSE,FALSE
"144","2526","CDR 4","TM","10/28","12:56","1:25","hispanic","female",322,"",0,"I dont know, like maybe to see the correlation to how often someone reacts to something and how often something shows up on their feed. ",4,1,0,17,"Days",1,"asian","female","",NA,FALSE,TRUE
"145","2526","CDR 4","TM","10/28","12:56","1:25","hispanic","female",322,"",0,"I dont know, like maybe to see the correlation to how often someone reacts to something and how often something shows up on their feed. ",5,1,0,15,"Days",1,"hispanic","female","",NA,TRUE,TRUE
