"","primary.id","X.1","nf.order","preference","post.tenure","tenure.units","human","nf.group","event","poster.nf.caste.ra","poster.nf.religion.ra","poster.nf.gender","nf.ra.notes","RA_id","date","study_start","study_end","subject_caste_RA","subject_religion_RA","subject_gender_RA","total_friends","Participant.State.of.Origin","Smartphone..y.n.","Notes","X","religion.in.group","gender.in.group","complete_time_rank","time_rank","m.pref","count","sd.pref","norm.pref","norm.pref.round","nf.order.round","norm.pctle","norm.decile","norm.quartile","norm.sextile","norm.pctle2","norm.quartile2","dedupid","is.a.7","is.a.6","is.a.5","is.a.4","is.a.3","is.a.2","is.a.1","new.rank","chron_group"
"18",1117,26,45,1,2,"days",1,0,0,"","hindu","male","Choudary","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,41,25,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,4,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,29,2
"19",1117,27,46,5,13,"mins",1,0,0,"","hindu","male","Kohli- cricker player","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,2,2,2.85714285714286,35,1.98735498387499,1.07824578912367,1.1,4,0.85303839308416,0.9,4,6,0.914285714285714,4,1117,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,0
"20",1117,29,48,5,1,"days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,29,19,2.85714285714286,35,1.98735498387499,1.07824578912367,1.1,4,0.85303839308416,0.9,4,6,0.914285714285714,4,1117,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31,1
"21",1117,33,52,3,7,"mins",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,1,1,2.85714285714286,35,1.98735498387499,0.0718830526082444,0.1,5,0.514111365369947,0.6,3,4,0.628571428571429,3,1117,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,32,0
"22",1117,34,53,1,2,"days",1,0,0,"","","male","suggested for you","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE,43,26,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,5,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33,2
"23",1117,35,54,2,10,"hours",1,1,0,"","other","male","Singh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE,17,9,2.85714285714286,35,1.98735498387499,-0.431298315649467,-0.4,5,0.363335875921688,0.4,2,3,0.6,3,1117,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34,0
"24",1117,36,55,7,9,"hours",1,0,0,"","","female","Aind","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE,14,6,2.85714285714286,35,1.98735498387499,2.08460852563909,2.1,5,0.991355199593186,1,4,6,1,4,1117,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,0
"25",1117,40,19,6,5,"days",1,0,0,"","hindu","female","Ghosh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,TRUE,56,35,2.85714285714286,35,1.98735498387499,1.58142715738138,1.6,1,0.956648868548182,1,4,6,0.942857142857143,4,1117,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,3
"26",1117,43,22,2,3,"days",1,0,0,"","other","male","Singh","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,FALSE,50,30,2.85714285714286,35,1.98735498387499,-0.431298315649467,-0.4,2,0.363335875921688,0.4,2,3,0.6,3,1117,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,3
"27",1117,46,25,2,2,"days",1,0,0,"","hindu","male","Gupta","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,44,27,2.85714285714286,35,1.98735498387499,-0.431298315649467,-0.4,2,0.363335875921688,0.4,2,3,0.6,3,1117,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,2
"28",1117,47,26,1,1,"days",1,0,0,"","","female","No last name","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",FALSE,TRUE,35,20,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,2,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,17,2
"29",1117,49,28,4,2,"days",1,1,0,"","hindu","male","Karmali","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,46,28,2.85714285714286,35,1.98735498387499,0.575064420865955,0.6,2,0.660055936943809,0.7,3,4,0.685714285714286,3,1117,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18,2
"30",1117,51,30,1,3,"days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,51,31,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,3,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19,3
"31",1117,52,31,5,1,"days",1,0,0,"","hindu","male","Kumar","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,36,21,2.85714285714286,35,1.98735498387499,1.07824578912367,1.1,3,0.85303839308416,0.9,4,6,0.914285714285714,4,1117,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,2
"32",1117,54,33,5,2,"hours",1,1,0,"","hindu","male","Sagar","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,11,4,2.85714285714286,35,1.98735498387499,1.07824578912367,1.1,3,0.85303839308416,0.9,4,6,0.914285714285714,4,1117,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21,0
"33",1117,55,34,1,3,"days",1,0,0,"","hindu","male","Sahu","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,52,32,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,3,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22,3
"34",1117,57,36,1,23,"hours",1,0,0,"","hindu","male","Shree","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,22,12,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,3,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23,1
"35",1117,58,37,1,4,"days",1,0,0,"","hindu","male","Mahato","MJ","9/2","11:39","12:07","","hindu","female",950,"Jharkhand",1,"Kumari","",TRUE,FALSE,55,34,2.85714285714286,35,1.98735498387499,-0.934479683907178,-0.9,3,0.204424103737605,0.3,1,2,0.371428571428571,2,1117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24,3
"36",1128,65,7,4,59,"mins",1,0,0,"","","female","Abhilipsa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,2,2,6.07142857142857,28,1.3313477278633,-1.55588846405517,-1.6,0,0.0464022374777524,0.1,1,1,0.107142857142857,1,1128,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,0
"37",1128,68,1,7,22,"hours",1,1,0,"","other","","Romas Jus","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,44,21,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,0,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
"38",1128,70,3,7,7,"hours",1,1,0,"","other","female","Xianmin","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,13,11,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,0,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1
"39",1128,73,30,7,7,"days",1,0,0,"","hindu","male","Mathur","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,60,28,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,3,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,2
"40",1128,77,34,7,2,"days",1,1,0,"","hindu","male","Selvam","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,49,24,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,3,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,2
"41",1128,81,38,5,47,"mins",1,1,0,"","hindu","male","Gagan","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,1,1,6.07142857142857,28,1.3313477278633,-0.80476989520095,-0.8,3,0.254004576659039,0.3,2,2,0.178571428571429,1,1128,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,0
"42",1128,83,40,6,16,"hours",1,0,0,"","hindu","male","Roy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,31,17,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,4,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16,1
"43",1128,85,42,7,17,"hours",1,0,0,"","","male","Sonti","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,34,19,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,4,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,1
"44",1128,87,44,7,20,"hours",1,0,0,"","hindu","male","Pandhy","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,40,20,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,4,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,2
"45",1128,88,45,1,10,"hours",1,0,0,"","hindu","female","Biswas","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,21,13,6.07142857142857,28,1.3313477278633,-3.80924417061783,-3.8,4,0.000127129417747267,0.1,1,1,0.0357142857142857,1,1128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19,1
"46",1128,89,46,6,7,"hours",1,0,0,"","hindu","male","Sinha","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,14,12,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,4,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,1
"47",1128,91,48,6,2,"hours",1,1,0,"","","male","Dixit","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,3,3,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,4,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21,0
"48",1128,93,10,6,2,"days",1,0,0,"","hindu","male","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,52,25,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,1,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2
"49",1128,96,13,7,2,"days",1,1,0,"","muslim","male","Saheb","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,53,26,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,1,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2
"50",1128,97,14,7,12,"hours",1,0,0,"","other","male","Joe","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,28,16,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,1,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1
"51",1128,98,15,7,5,"hours",1,0,0,"","hindu","male","Gupta","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,6,6,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,1,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0
"52",1128,100,17,6,22,"hours",1,1,0,"","muslim","male","Hoosen","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,45,22,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,1,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,2
"53",1128,103,20,6,3,"days",1,0,0,"","other","male","Leon","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,58,27,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,2,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,2
"54",1128,105,22,6,16,"hours",1,1,0,"","hindu","male","Yadav","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,32,18,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,2,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,1
"55",1128,107,24,7,6,"hours",1,1,0,"","other","female","Tatsuno","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,FALSE,11,9,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,2,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0
"56",1128,109,26,4,5,"hours",1,0,0,"","hindu","female","Abhilipsa","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,7,7,6.07142857142857,28,1.3313477278633,-1.55588846405517,-1.6,2,0.0464022374777524,0.1,1,1,0.107142857142857,1,1128,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,0
"57",1128,111,54,7,10,"hours",1,0,0,"","hindu","female","Jayanti","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,23,14,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,5,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,1
"58",1128,112,55,6,10,"hours",1,0,0,"","hindu","male","Sharma","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,24,15,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,5,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,1
"59",1128,114,57,6,6,"hours",1,0,0,"","hindu","male","Rath","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,12,10,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,5,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26,1
"60",1128,115,58,5,4,"hours",1,0,0,"","hindu","male","Chaitanya","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,TRUE,5,5,6.07142857142857,28,1.3313477278633,-0.80476989520095,-0.8,5,0.254004576659039,0.3,2,2,0.178571428571429,1,1128,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,27,0
"61",1128,116,59,6,24,"hours",1,0,0,"","hindu","female","Das","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",TRUE,FALSE,46,23,6.07142857142857,28,1.3313477278633,-0.0536513263467298,-0.1,5,0.474065598779558,0.5,2,3,0.535714285714286,3,1128,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,2
"62",1128,117,51,7,5,"hours",1,0,0,"","other","male","Miller","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,8,8,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,5,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,0
"63",1128,120,50,7,2,"hours",1,0,0,"","other","male","Gefen","AG","9/4","11:04","12:02","General","hindu","male",342,"Orisha",0,"Sahu","",FALSE,TRUE,4,4,6.07142857142857,28,1.3313477278633,0.69746724250749,0.7,5,0.713450292397661,0.8,3,5,1,4,1128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,0
"64",1136,123,58,5,9,"mins",1,0,NA,"general","hindu","female","Shraddha Kapoor, Queen of Smile","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,FALSE,3,2,4.8,20,1.60918416727562,0.124286582025353,0.1,5,0.534070683956267,0.6,3,4,0.75,4,1136,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,0
"65",1136,126,20,2,16,"hours",1,0,0,"","","male","Prasun Palit, Communist Flag","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,TRUE,27,8,4.8,20,1.60918416727562,-1.74001214835494,-1.7,2,0.0279684719043987,0.1,1,1,0.15,1,1136,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,0
"66",1136,127,21,3,20,"mins",1,0,0,"general","hindu","male","Tejas Singh-  Arnab Goswami meme","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",TRUE,TRUE,6,5,4.8,20,1.60918416727562,-1.11857923822817,-1.1,2,0.135138571065345,0.2,1,1,0.2,1,1136,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,0
"67",1136,130,28,4,4,"days",1,1,0,"","","","Defence 360","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE,50,13,4.8,20,1.60918416727562,-0.497146328101411,-0.5,2,0.338291380625477,0.4,2,3,0.3,2,1136,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,1
"68",1136,131,29,2,22,"hours",1,0,0,"","","","BackPacker and Travellers- India","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE,31,9,4.8,20,1.60918416727562,-1.74001214835494,-1.7,2,0.0279684719043987,0.1,1,1,0.15,1,1136,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,0
"69",1136,132,30,7,3,"hours",1,NA,NA,"","","","Jasper Jack","UB","8/26","17:14","18:20","","hindu","male",856,"New Delhi, Delhi",0,"Pranshu","",FALSE,FALSE,14,6,4.8,20,1.60918416727562,1.36715240227888,1.4,3,0.925883549453344,1,4,6,1,4,1136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,0
