"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","Q13","Q13_38_TEXT","subject_id","date","subject_gender_RA","subject_religion_RA"
"18",1723,"2020-09-01 00:04:24","2020-09-01 00:08:19","IP Address","122.162.18.129",100,234,"True","2020-09-01 00:08:19","R_2dhUGP9CvKCcybG",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",35,"Master's degree","A few times a day","A few times a day","Within the past day","Uttarakhand","",1723,2020-09-01,"female","other"
"19",1749,"2020-09-04 01:01:30","2020-09-04 01:06:27","IP Address","47.29.105.193",100,297,"True","2020-09-04 01:06:28","R_3eeELmSr5zru7li",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","Scheduled Castes (SC)","Hindu","Male",25,"Bachelor's degree","A few times a day","A few times a day","Within the past hour","Jharkand","",1749,2020-09-04,"male","hindu"
"20",1755,"2020-09-16 04:32:50","2020-09-16 04:40:05","IP Address","223.182.170.227",100,434,"True","2020-09-16 04:40:05","R_D5D4a6BVWsY17l7",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",27,"Bachelor's degree","A few times a day","A few times a week","Within the past day","Maharashtra","",1755,2020-09-16,"male","muslim"
"21",1778,"2020-09-07 01:32:35","2020-09-07 01:36:05","IP Address","122.163.192.32",100,210,"True","2020-09-07 01:36:07","R_2eWi5FNzCx9DisJ",NA,NA,NA,NA,26.8392944335938,80.923095703125,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",18,"Graduated high school","A few times a week","A few times a month","Within the past day","Uttar Pradesh","",1778,2020-09-07,"female","hindu"
"22",1828,"2020-09-07 03:05:44","2020-09-07 03:08:13","IP Address","103.78.137.22",100,149,"True","2020-09-07 03:08:13","R_3nV2NXlFH9wXOXa",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Female",20,"Bachelor's degree","A few times a day","A few times a day","Within the past hour","Maharashtra","",1828,2020-09-07,"female","muslim"
"23",1869,"2020-09-01 03:02:41","2020-09-01 03:06:39","IP Address","47.9.251.238",100,238,"True","2020-09-01 03:06:40","R_1roVfLoBKiaefsm",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Male",22,"Graduated high school","A few times a week","A few times a month","Within the past week","Jharkand","",1869,2020-09-01,"male","hindu"
"24",1931,"2020-08-31 22:38:13","2020-08-31 22:44:57","IP Address","141.0.8.79",100,404,"True","2020-08-31 22:44:57","R_2ZPTUSDKT57Yeax",NA,NA,NA,NA,35,105,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",50,"Graduated high school","A few times a month","A few times a month","Within the past month","Delhi","",1931,2020-08-31,"male","hindu"
"25",1964,"2020-09-16 03:15:31","2020-09-16 03:23:39","IP Address","202.179.74.128",100,488,"True","2020-09-16 03:23:40","R_pMiF7XTmNjOXOet",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Muslim","Male",26,"Diploma","A few times a day","A few times a day","Within the past hour","Maharashtra","",1964,2020-09-16,"male","muslim"
"26",2023,"2020-08-28 04:32:18","2020-08-28 04:36:01","IP Address","157.43.229.207",100,223,"True","2020-08-28 04:36:01","R_2akUl9PKxYOkZo6",NA,NA,NA,NA,22.5626068115234,88.3630065917969,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",23,"Bachelor's degree","A few times a week","A few times a week","Within the past day","West Bengal","",2023,2020-08-28,"female","hindu"
"27",2036,"2020-08-28 05:44:35","2020-08-28 05:48:16","IP Address","157.42.9.113",100,221,"True","2020-08-28 05:48:17","R_2ygrC5ZS1M7Fiom",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",21,"Bachelor's degree","A few times a day","A few times a week","Within the past day","Jharkand","",2036,2020-08-28,"female","hindu"
"28",2088,"2020-09-05 00:57:44","2020-09-05 01:01:05","IP Address","47.9.199.243",100,201,"True","2020-09-05 01:01:06","R_ZIhrVcw8mP38Zmp",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",21,"Graduated high school","A few times a day","A few times an hour","Within the past hour","Bihar","",2088,2020-09-05,"male","hindu"
"29",2185,"2020-08-23 23:45:05","2020-08-23 23:52:52","IP Address","223.191.20.33",100,466,"True","2020-08-23 23:52:52","R_251nm2H5CPwzY89",NA,NA,NA,NA,22.5655059814453,88.3652954101562,"anonymous","EN","Yes, I consent to participate","CDR","Scheduled Tribes (ST)","Other","Female",23,"Bachelor's degree","A few times a day","A few times a week","Within the past hour","West Bengal","",2185,2020-08-23,"female","other"
"30",2533,"2020-09-04 04:36:35","2020-09-04 04:38:42","IP Address","119.82.118.120",100,127,"True","2020-09-04 04:38:43","R_7V5gpi1Ig2IFQid",NA,NA,NA,NA,13.0877990722656,80.2785034179688,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",19,"Currently in a diploma or bachelor's program","A few times a day","A few times a year","Within the past day","Tamil Nadu","",2533,2020-09-04,"male","hindu"
"31",2540,"2020-09-04 06:04:35","2020-09-04 06:07:37","IP Address","42.110.151.255",100,181,"True","2020-09-04 06:07:37","R_2eUXH3nqfCMgDTE",NA,NA,NA,NA,22.5626068115234,88.3630065917969,"anonymous","EN","Yes, I consent to participate","cdr","General","Christian","Female",24,"Master's degree","A few times a day","A few times a day","Within the past hour","Jharkand","",2540,2020-09-04,"female","other"
"32",2619,"2020-09-03 04:31:03","2020-09-03 04:32:59","IP Address","157.33.216.71",100,116,"True","2020-09-03 04:33:00","R_3FXp1z41YU31rUI",NA,NA,NA,NA,18.5196075439453,73.8553924560547,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",20,"Currently in a diploma or bachelor's program","A few times a week","A few times a week","Within the past hour","Goa","",2619,2020-09-03,"male","hindu"
"33",2688,"2020-09-07 07:17:21","2020-09-07 07:20:02","IP Address","157.42.105.226",100,161,"True","2020-09-07 07:20:03","R_2Tp1lMTb5anKw3u",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","CdR","Other Backward Classes (OBC)","Hindu","Male",24,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour","Jharkand","",2688,2020-09-07,"male","hindu"
"34",2778,"2020-09-11 03:08:46","2020-09-11 03:17:34","IP Address","49.32.14.22",100,527,"True","2020-09-11 03:17:34","R_2WGf4cOdUhCVIRo",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",20,"Currently in a diploma or bachelor's program","A few times a day","A few times a day","Within the past week","Maharashtra","",2778,2020-09-11,"male","muslim"
"35",2838,"2020-08-24 03:01:30","2020-08-24 03:04:10","IP Address","45.117.74.11",100,160,"True","2020-08-24 03:04:10","R_1qfSuMYwTbeiqAg",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Female",24,"Bachelor's degree","A few times a week","A few times a month","Within the past day","Maharashtra","",2838,2020-08-24,"female","muslim"
"36",2894,"2020-08-28 05:32:21","2020-08-28 05:35:53","IP Address","49.37.11.107",100,211,"True","2020-08-28 05:35:54","R_3GCK3zPTLwC78C3",NA,NA,NA,NA,22.5626068115234,88.3630065917969,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",25,"Master's degree","A few times a week","A few times a week","Within the past day","Jharkand","",2894,2020-08-28,"male","hindu"
"37",2897,"2020-09-16 01:08:49","2020-09-16 01:15:34","IP Address","49.32.62.119",100,405,"True","2020-09-16 01:15:34","R_3HUDjf6olMcV6hw",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",19,"Did not graduate high school","A few times a day","A few times a day","Within the past day","Maharashtra","",2897,2020-09-16,"male","muslim"
"38",2932,"2020-08-24 22:29:06","2020-08-24 22:30:42","IP Address","223.235.176.157",100,96,"True","2020-08-24 22:30:42","R_3h5rFGsxJCwLXFI",NA,NA,NA,NA,30.7366027832031,76.7925109863281,"anonymous","EN","Yes, I consent to participate","cdr","General","Other","Female",20,"3","A few times a day","A few times a month","Within the past day","Chandigarh","",2932,2020-08-24,"female","other"
"39",3006,"2020-09-01 05:25:18","2020-09-01 05:29:32","IP Address","47.9.193.165",100,253,"True","2020-09-01 05:29:32","R_3EjaPOdDA8UVU1U",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",24,"Master's degree","A few times a day","A few times a day","Within the past hour","Jharkand","",3006,2020-09-01,"male","hindu"
"40",3057,"2020-09-10 03:07:45","2020-09-10 03:13:56","IP Address","223.189.0.36",100,371,"True","2020-09-10 03:13:57","R_3gMxWhcP5l0OMze",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",20,"Graduated high school","A few times an hour","A few times a day","Within the past year","Maharashtra","",3057,2020-09-10,"male","muslim"
"41",3084,"2020-08-26 06:02:44","2020-08-26 06:07:37","IP Address","157.42.119.194",100,292,"True","2020-08-26 06:07:37","R_UXRkmqrSm0KGn8l",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",21,"Bachelor's degree","A few times a day","A few times a day","Within the past hour","Maharashtra","",3084,2020-08-26,"male","hindu"
"42",3136,"2020-08-27 00:00:17","2020-08-27 00:06:33","IP Address","171.51.234.151",100,376,"True","2020-08-27 00:06:33","R_1JUwtMStsEeMaJj",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",21,"Graduated high school","A few times a week","A few times a month","Within the past day","Maharashtra","",3136,2020-08-27,"male","muslim"
"43",3191,"2020-08-27 00:03:00","2020-08-27 00:07:02","IP Address","157.33.160.236",100,242,"True","2020-08-27 00:07:02","R_eqX0ip4SGybYS6l",NA,NA,NA,NA,18.5213012695312,73.852294921875,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",20,"Graduated high school","A few times an hour","A few times an hour","Within the past hour","Goa","",3191,2020-08-27,"male","hindu"
"44",3262,"2020-09-16 03:08:24","2020-09-16 03:10:17","IP Address","106.193.132.5",100,113,"True","2020-09-16 03:10:18","R_1EhxHNg8SQOTKyF",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",29,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour","Maharashtra","",3262,2020-09-16,"male","muslim"
"45",3287,"2020-09-03 03:03:56","2020-09-03 03:05:44","IP Address","47.30.208.208",100,107,"True","2020-09-03 03:05:44","R_1fd7vDYm9nMNjYZ",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",20,"Currently in a diploma or bachelor's program","A few times a day","A few times a week","Within the past year","Delhi","",3287,2020-09-03,"male","hindu"
"46",3312,"2020-08-27 05:34:59","2020-09-02 23:03:18","IP Address","157.42.22.109",100,581299,"True","2020-09-02 23:03:18","R_3HTZDYHL5PBaJL7",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",22,"Master's degree","A few times a day","A few times a week","Within the past day","Jharkand","",3312,2020-08-27,"female","hindu"
"47",3328,"2020-09-02 04:37:40","2020-09-02 04:41:07","IP Address","223.225.106.94",100,206,"True","2020-09-02 04:41:07","R_20M60dQ6lY4jDid",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Female",55,"Diploma","A few times a week","A few times a month","Within the past day","Delhi","",3328,2020-09-02,"female","hindu"
"48",3344,"2020-09-03 03:09:47","2020-09-03 03:15:18","IP Address","27.61.97.168",100,331,"True","2020-09-03 03:15:19","R_3NOHmJMsSRexrha",NA,NA,NA,NA,23.3426055908203,85.3099060058594,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour","Jharkand","",3344,2020-09-03,"female","hindu"
"49",3412,"2020-08-27 00:31:55","2020-08-27 00:35:54","IP Address","157.33.158.230",100,239,"True","2020-08-27 00:35:54","R_1hAUlmNREZ3whH1",NA,NA,NA,NA,18.5213012695312,73.852294921875,"anonymous","EN","Yes, I consent to participate","CDR","Scheduled Castes (SC)","Other","Male",20,"3","A few times an hour","A few times an hour","Within the past hour","Maharashtra","",3412,2020-08-27,"male","hindu"
"50",3528,"2020-08-25 04:37:42","2020-08-25 04:41:02","IP Address","49.32.38.64",100,200,"True","2020-08-25 04:41:03","R_3RrObD76LWSiIVi",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",18,"3","A few times a day","A few times a day","Within the past day","Maharashtra","",3528,2020-08-25,"male","hindu"
"51",3607,"2020-08-31 05:34:33","2020-08-31 05:38:01","IP Address","106.207.59.151",100,208,"True","2020-08-31 05:38:02","R_vCXgnq0Mho4wqTT",NA,NA,NA,NA,25.5908050537109,85.1347961425781,"anonymous","EN","Yes, I consent to participate","CDR","Other Backward Classes (OBC)","Hindu","Female",23,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour","Jharkand","",3607,2020-08-31,"female","hindu"
"52",3628,"2020-09-16 02:49:20","2020-09-16 02:56:32","IP Address","106.192.175.24",100,431,"True","2020-09-16 02:56:32","R_1jm6gfvbpAh8Maw",NA,NA,NA,NA,29.6923065185547,76.9859924316406,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Muslim","Male",29,"Graduated high school","A few times an hour","A few times a day","Within the past hour","Haryana","",3628,2020-09-16,"male","muslim"
"53",3740,"2020-09-05 02:41:13","2020-09-05 02:48:13","IP Address","223.228.246.122",100,420,"True","2020-09-05 02:48:14","R_eo0E5VtCg15T1oB",NA,NA,NA,NA,24.8809051513672,86.922607421875,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past year","Bihar","",3740,2020-09-05,"female","hindu"
"54",3771,"2020-09-11 04:02:48","2020-09-11 04:12:22","IP Address","223.182.168.11",100,574,"True","2020-09-11 04:12:23","R_1eXzQqSaY1LfNfH",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",21,"Currently in a diploma or bachelor's program","Never","A few times a month","Within the past month","Maharashtra","",3771,2020-09-11,"male","muslim"
"55",3779,"2020-08-26 00:18:59","2020-08-26 00:21:26","IP Address","112.133.244.110",100,147,"True","2020-08-26 00:21:27","R_3LaUlWD5aVYuPyg",NA,NA,NA,NA,15.8520965576172,74.5045013427734,"anonymous","EN","Yes, I consent to participate","cdr","Other Backward Classes (OBC)","Hindu","Male",20,"3","A few times a day","A few times a day","Within the past day","Maharashtra","",3779,2020-08-26,"male","hindu"
"56",3834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","muslim"
"57",3881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","muslim"
"58",3897,"2020-09-08 03:38:34","2020-09-08 03:40:43","IP Address","157.34.99.242",100,129,"True","2020-09-08 03:40:44","R_30osYVEjaMkffv8",NA,NA,NA,NA,22.7165069580078,75.8307037353516,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",18,"Graduated high school","A few times an hour","A few times a day","Within the past hour","Madhya Pradesh","",3897,2020-09-08,"male","hindu"
"59",3900,"2020-08-31 01:58:54","2020-08-31 02:05:38","IP Address","103.79.169.227",100,403,"True","2020-08-31 02:05:38","R_1MQc1iyqyMvKlco",NA,NA,NA,NA,28.6327056884766,77.2197875976562,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",29,"Master's degree","A few times a week","A few times a month","Within the past day","Uttar Pradesh","",3900,2020-08-31,"male","muslim"
"60",4077,"2020-09-09 09:02:11","2020-09-09 09:05:24","IP Address","58.84.60.195",100,192,"True","2020-09-09 09:05:24","R_8oxI2h3VJVYnxy9",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Female",18,"Currently in a diploma or bachelor's program","A few times a month","A few times a month","Within the past month","Maharashtra","",4077,2020-09-09,"female","hindu"
"61",4089,"2020-09-09 01:37:41","2020-09-09 01:40:21","IP Address","122.164.242.22",100,160,"True","2020-09-09 01:40:21","R_3qdPAYGKcojiv5z",NA,NA,NA,NA,13.0877990722656,80.2785034179688,"anonymous","EN","Yes, I consent to participate","cdr","General","Other","Male",18,"Graduated high school","A few times a year","Never","Within the past day","Tamil Nadu","",4089,2020-09-09,"male",""
"62",4142,"2020-09-17 04:21:42","2020-09-17 04:23:13","IP Address","1.38.216.172",100,91,"True","2020-09-17 04:23:13","R_3P52ttsO5V7AivX",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",25,"Bachelor's degree","A few times a day","A few times a week","Within the past hour","Maharashtra","",4142,2020-09-17,"male","muslim"
"63",4152,"2020-09-02 02:48:50","2020-09-02 02:52:43","IP Address","45.118.159.184",100,232,"True","2020-09-02 02:52:43","R_24OXEWhqrfJIDyI",NA,NA,NA,NA,28.6519012451172,77.2315063476562,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Male",20,"Bachelor's degree","A few times a day","A few times a day","Within the past day","Haryana","",4152,2020-09-02,"male","hindu"
"64",4164,"2020-09-01 22:32:13","2020-09-01 22:37:06","IP Address","203.122.48.42",100,293,"True","2020-09-01 22:37:07","R_25GGUv5g6ZWKkZd",NA,NA,NA,NA,28.6327056884766,77.2197875976562,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",35,"Master's degree","A few times an hour","A few times an hour","Within the past hour","Delhi","",4164,2020-09-01,"male","hindu"
"65",4175,"2020-09-09 03:03:19","2020-09-09 03:07:04","IP Address","119.82.90.33",100,224,"True","2020-09-09 03:07:04","R_1mgRT1cnr14ZSOO",NA,NA,NA,NA,28.6327056884766,77.2197875976562,"anonymous","EN","Yes, I consent to participate","CDR","General","Hindu","Female",18,"Graduated high school","A few times a week","A few times a month","Within the past day","Uttar Pradesh","",4175,2020-09-09,"female","hindu"
"66",4266,"2020-08-25 00:31:27","2020-08-25 00:36:43","IP Address","103.210.145.181",100,316,"True","2020-08-25 00:36:43","R_1Dx9sooOcZyev2H",NA,NA,NA,NA,19.2162017822266,73.0823974609375,"anonymous","EN","Yes, I consent to participate","cdr","General","Muslim","Male",27,"Bachelor's degree","A few times a week","A few times a day","Within the past week","Maharashtra","",4266,2020-08-25,"male","muslim"
"67",4309,"2020-08-24 04:27:05","2020-08-24 04:35:12","IP Address","27.60.185.66",100,487,"True","2020-08-24 04:35:12","R_9BNfAk4bvfCP0Gt",NA,NA,NA,NA,19.0747985839844,72.8856048583984,"anonymous","EN","Yes, I consent to participate","cdr","General","Hindu","Male",19,"3","A few times a day","A few times a day","Within the past hour","Maharashtra","",4309,2020-08-24,"male","hindu"
